"Name","Race","Word","CosineSimilarity","Good_or_Bad"
"Latoyna","Black","happy",0.41195765,"Good"
"Latoyna","Black","agreeable",0.38123626,"Good"
"Latoyna","Black","polite",0.46555638,"Good"
"Latoyna","Black","civil",0.4058429,"Good"
"Latoyna","Black","charming",0.3998276,"Good"
"Latoyna","Black","gracious",0.4258894,"Good"
"Latoyna","Black","gentle",0.46357432,"Good"
"Latoyna","Black","approachable",0.36227494,"Good"
"Latoyna","Black","love",0.3967282,"Good"
"Latoyna","Black","cool",0.44896647,"Good"
"Journey","Black","happy",0.5806066,"Good"
"Journey","Black","agreeable",0.4580696,"Good"
"Journey","Black","polite",0.49521196,"Good"
"Journey","Black","civil",0.4817707,"Good"
"Journey","Black","charming",0.6187077,"Good"
"Journey","Black","gracious",0.5515654,"Good"
"Journey","Black","gentle",0.5629531,"Good"
"Journey","Black","approachable",0.55962974,"Good"
"Journey","Black","love",0.6547485,"Good"
"Journey","Black","cool",0.66606164,"Good"
"Tameka","Black","happy",0.4636609,"Good"
"Tameka","Black","agreeable",0.37361783,"Good"
"Tameka","Black","polite",0.546208,"Good"
"Tameka","Black","civil",0.41869769,"Good"
"Tameka","Black","charming",0.45490628,"Good"
"Tameka","Black","gracious",0.4206527,"Good"
"Tameka","Black","gentle",0.51398915,"Good"
"Tameka","Black","approachable",0.3608089,"Good"
"Tameka","Black","love",0.49142382,"Good"
"Tameka","Black","cool",0.48637027,"Good"
"Journee","Black","happy",0.5040337,"Good"
"Journee","Black","agreeable",0.5335983,"Good"
"Journee","Black","polite",0.5576526,"Good"
"Journee","Black","civil",0.55613923,"Good"
"Journee","Black","charming",0.5580598,"Good"
"Journee","Black","gracious",0.53050053,"Good"
"Journee","Black","gentle",0.6072856,"Good"
"Journee","Black","approachable",0.54121697,"Good"
"Journee","Black","love",0.49207926,"Good"
"Journee","Black","cool",0.59394044,"Good"
"Lawanda","Black","happy",0.46074313,"Good"
"Lawanda","Black","agreeable",0.3803359,"Good"
"Lawanda","Black","polite",0.4858613,"Good"
"Lawanda","Black","civil",0.39742628,"Good"
"Lawanda","Black","charming",0.4189942,"Good"
"Lawanda","Black","gracious",0.44121832,"Good"
"Lawanda","Black","gentle",0.5045153,"Good"
"Lawanda","Black","approachable",0.38533726,"Good"
"Lawanda","Black","love",0.4718837,"Good"
"Lawanda","Black","cool",0.42958182,"Good"
"Janiya","Black","happy",0.48778906,"Good"
"Janiya","Black","agreeable",0.4051938,"Good"
"Janiya","Black","polite",0.59654,"Good"
"Janiya","Black","civil",0.45325842,"Good"
"Janiya","Black","charming",0.45041358,"Good"
"Janiya","Black","gracious",0.42947322,"Good"
"Janiya","Black","gentle",0.5251401,"Good"
"Janiya","Black","approachable",0.39781877,"Good"
"Janiya","Black","love",0.47688192,"Good"
"Janiya","Black","cool",0.51079595,"Good"
"James","White","happy",0.6129473,"Good"
"James","White","agreeable",0.5609821,"Good"
"James","White","polite",0.54660654,"Good"
"James","White","civil",0.5984051,"Good"
"James","White","charming",0.60587317,"Good"
"James","White","gracious",0.59374416,"Good"
"James","White","gentle",0.65819496,"Good"
"James","White","approachable",0.5637176,"Good"
"James","White","love",0.56586194,"Good"
"James","White","cool",0.65835714,"Good"
"John","White","happy",0.6303705,"Good"
"John","White","agreeable",0.5461793,"Good"
"John","White","polite",0.6074611,"Good"
"John","White","civil",0.5590846,"Good"
"John","White","charming",0.59160924,"Good"
"John","White","gracious",0.6034938,"Good"
"John","White","gentle",0.6771263,"Good"
"John","White","approachable",0.53101027,"Good"
"John","White","love",0.6246367,"Good"
"John","White","cool",0.66007316,"Good"
"Robert","White","happy",0.57810885,"Good"
"Robert","White","agreeable",0.51517725,"Good"
"Robert","White","polite",0.60337436,"Good"
"Robert","White","civil",0.45797035,"Good"
"Robert","White","charming",0.543092,"Good"
"Robert","White","gracious",0.51437247,"Good"
"Robert","White","gentle",0.60833836,"Good"
"Robert","White","approachable",0.48423725,"Good"
"Robert","White","love",0.54941565,"Good"
"Robert","White","cool",0.61646533,"Good"
"Michael","White","happy",0.6024846,"Good"
"Michael","White","agreeable",0.48311496,"Good"
"Michael","White","polite",0.58987236,"Good"
"Michael","White","civil",0.50924355,"Good"
"Michael","White","charming",0.57781965,"Good"
"Michael","White","gracious",0.5682652,"Good"
"Michael","White","gentle",0.635079,"Good"
"Michael","White","approachable",0.49144283,"Good"
"Michael","White","love",0.57096,"Good"
"Michael","White","cool",0.6101589,"Good"
"William","White","happy",0.5690961,"Good"
"William","White","agreeable",0.5813279,"Good"
"William","White","polite",0.5638021,"Good"
"William","White","civil",0.5080303,"Good"
"William","White","charming",0.5608431,"Good"
"William","White","gracious",0.50938153,"Good"
"William","White","gentle",0.6243777,"Good"
"William","White","approachable",0.49892622,"Good"
"William","White","love",0.5585356,"Good"
"William","White","cool",0.5745304,"Good"
"David","White","happy",0.56648487,"Good"
"David","White","agreeable",0.5367917,"Good"
"David","White","polite",0.60266334,"Good"
"David","White","civil",0.5398172,"Good"
"David","White","charming",0.58289117,"Good"
"David","White","gracious",0.5300868,"Good"
"David","White","gentle",0.6244757,"Good"
"David","White","approachable",0.5582861,"Good"
"David","White","love",0.55189097,"Good"
"David","White","cool",0.6625869,"Good"
"Joseph","White","happy",0.5707334,"Good"
"Joseph","White","agreeable",0.5651558,"Good"
"Joseph","White","polite",0.6084425,"Good"
"Joseph","White","civil",0.5256126,"Good"
"Joseph","White","charming",0.5849942,"Good"
"Joseph","White","gracious",0.54967266,"Good"
"Joseph","White","gentle",0.6286942,"Good"
"Joseph","White","approachable",0.5094457,"Good"
"Joseph","White","love",0.54881155,"Good"
"Joseph","White","cool",0.60852444,"Good"
"Richard","White","happy",0.59206784,"Good"
"Richard","White","agreeable",0.5325854,"Good"
"Richard","White","polite",0.5841113,"Good"
"Richard","White","civil",0.49225077,"Good"
"Richard","White","charming",0.5937252,"Good"
"Richard","White","gracious",0.538408,"Good"
"Richard","White","gentle",0.62849325,"Good"
"Richard","White","approachable",0.5214566,"Good"
"Richard","White","love",0.5683794,"Good"
"Richard","White","cool",0.62275344,"Good"
"Charles","White","happy",0.53646255,"Good"
"Charles","White","agreeable",0.5463435,"Good"
"Charles","White","polite",0.59950244,"Good"
"Charles","White","civil",0.5331454,"Good"
"Charles","White","charming",0.5887152,"Good"
"Charles","White","gracious",0.51347524,"Good"
"Charles","White","gentle",0.63700867,"Good"
"Charles","White","approachable",0.53904647,"Good"
"Charles","White","love",0.5459267,"Good"
"Charles","White","cool",0.6342195,"Good"
"Thomas","White","happy",0.59931797,"Good"
"Thomas","White","agreeable",0.54742426,"Good"
"Thomas","White","polite",0.64106894,"Good"
"Thomas","White","civil",0.5520414,"Good"
"Thomas","White","charming",0.59282696,"Good"
"Thomas","White","gracious",0.5853665,"Good"
"Thomas","White","gentle",0.6668916,"Good"
"Thomas","White","approachable",0.5312467,"Good"
"Thomas","White","love",0.5705999,"Good"
"Thomas","White","cool",0.6318258,"Good"
"Mary","White","happy",0.62009645,"Good"
"Mary","White","agreeable",0.48784733,"Good"
"Mary","White","polite",0.5841735,"Good"
"Mary","White","civil",0.47864977,"Good"
"Mary","White","charming",0.5352191,"Good"
"Mary","White","gracious",0.5586526,"Good"
"Mary","White","gentle",0.6121098,"Good"
"Mary","White","approachable",0.46516997,"Good"
"Mary","White","love",0.55785257,"Good"
"Mary","White","cool",0.5606429,"Good"
"Elizabeth","White","happy",0.5595735,"Good"
"Elizabeth","White","agreeable",0.517246,"Good"
"Elizabeth","White","polite",0.47571486,"Good"
"Elizabeth","White","civil",0.43059286,"Good"
"Elizabeth","White","charming",0.5071173,"Good"
"Elizabeth","White","gracious",0.5028393,"Good"
"Elizabeth","White","gentle",0.5663433,"Good"
"Elizabeth","White","approachable",0.4766581,"Good"
"Elizabeth","White","love",0.52258,"Good"
"Elizabeth","White","cool",0.54441404,"Good"
"Patricia","White","happy",0.57748854,"Good"
"Patricia","White","agreeable",0.49216968,"Good"
"Patricia","White","polite",0.54196984,"Good"
"Patricia","White","civil",0.4510592,"Good"
"Patricia","White","charming",0.5287397,"Good"
"Patricia","White","gracious",0.49828315,"Good"
"Patricia","White","gentle",0.5347112,"Good"
"Patricia","White","approachable",0.45517814,"Good"
"Patricia","White","love",0.5421624,"Good"
"Patricia","White","cool",0.543347,"Good"
"Jennifer","White","happy",0.61265177,"Good"
"Jennifer","White","agreeable",0.44333142,"Good"
"Jennifer","White","polite",0.43791914,"Good"
"Jennifer","White","civil",0.37930566,"Good"
"Jennifer","White","charming",0.5305444,"Good"
"Jennifer","White","gracious",0.54251415,"Good"
"Jennifer","White","gentle",0.5458044,"Good"
"Jennifer","White","approachable",0.43136424,"Good"
"Jennifer","White","love",0.5742438,"Good"
"Jennifer","White","cool",0.5528643,"Good"
"Linda","White","happy",0.62404585,"Good"
"Linda","White","agreeable",0.45360476,"Good"
"Linda","White","polite",0.535867,"Good"
"Linda","White","civil",0.41874033,"Good"
"Linda","White","charming",0.52586937,"Good"
"Linda","White","gracious",0.5332273,"Good"
"Linda","White","gentle",0.57549834,"Good"
"Linda","White","approachable",0.46363357,"Good"
"Linda","White","love",0.57654333,"Good"
"Linda","White","cool",0.5763922,"Good"
"Barbara","White","happy",0.6155422,"Good"
"Barbara","White","agreeable",0.52410865,"Good"
"Barbara","White","polite",0.5650328,"Good"
"Barbara","White","civil",0.48893017,"Good"
"Barbara","White","charming",0.53156626,"Good"
"Barbara","White","gracious",0.5348003,"Good"
"Barbara","White","gentle",0.5937122,"Good"
"Barbara","White","approachable",0.5008036,"Good"
"Barbara","White","love",0.55555147,"Good"
"Barbara","White","cool",0.59076166,"Good"
"Margaret","White","happy",0.5584958,"Good"
"Margaret","White","agreeable",0.44003463,"Good"
"Margaret","White","polite",0.4247911,"Good"
"Margaret","White","civil",0.3782977,"Good"
"Margaret","White","charming",0.46949232,"Good"
"Margaret","White","gracious",0.48424077,"Good"
"Margaret","White","gentle",0.49980205,"Good"
"Margaret","White","approachable",0.39308405,"Good"
"Margaret","White","love",0.50237393,"Good"
"Margaret","White","cool",0.45890912,"Good"
"Susan","White","happy",0.627746,"Good"
"Susan","White","agreeable",0.53520167,"Good"
"Susan","White","polite",0.5189862,"Good"
"Susan","White","civil",0.4559751,"Good"
"Susan","White","charming",0.54399365,"Good"
"Susan","White","gracious",0.5536984,"Good"
"Susan","White","gentle",0.58708274,"Good"
"Susan","White","approachable",0.4751684,"Good"
"Susan","White","love",0.56016207,"Good"
"Susan","White","cool",0.547861,"Good"
"Sarah","White","happy",0.67649704,"Good"
"Sarah","White","agreeable",0.53837645,"Good"
"Sarah","White","polite",0.63487303,"Good"
"Sarah","White","civil",0.5284395,"Good"
"Sarah","White","charming",0.61745036,"Good"
"Sarah","White","gracious",0.60981584,"Good"
"Sarah","White","gentle",0.65428853,"Good"
"Sarah","White","approachable",0.5423077,"Good"
"Sarah","White","love",0.6331216,"Good"
"Sarah","White","cool",0.6179259,"Good"
"Jessica","White","happy",0.65515804,"Good"
"Jessica","White","agreeable",0.48261744,"Good"
"Jessica","White","polite",0.53880215,"Good"
"Jessica","White","civil",0.44605282,"Good"
"Jessica","White","charming",0.56047964,"Good"
"Jessica","White","gracious",0.5821148,"Good"
"Jessica","White","gentle",0.5725863,"Good"
"Jessica","White","approachable",0.50153506,"Good"
"Jessica","White","love",0.61245394,"Good"
"Jessica","White","cool",0.599666,"Good"
"Paul","Latinx","happy",0.6141679,"Good"
"Paul","Latinx","agreeable",0.51939124,"Good"
"Paul","Latinx","polite",0.673579,"Good"
"Paul","Latinx","civil",0.53817403,"Good"
"Paul","Latinx","charming",0.56534445,"Good"
"Paul","Latinx","gracious",0.55382115,"Good"
"Paul","Latinx","gentle",0.67015135,"Good"
"Paul","Latinx","approachable",0.52824914,"Good"
"Paul","Latinx","love",0.5660765,"Good"
"Paul","Latinx","cool",0.67390394,"Good"
"Vincent","Latinx","happy",0.52899206,"Good"
"Vincent","Latinx","agreeable",0.4461705,"Good"
"Vincent","Latinx","polite",0.5929572,"Good"
"Vincent","Latinx","civil",0.5135174,"Good"
"Vincent","Latinx","charming",0.4979884,"Good"
"Vincent","Latinx","gracious",0.5282646,"Good"
"Vincent","Latinx","gentle",0.57830954,"Good"
"Vincent","Latinx","approachable",0.3847522,"Good"
"Vincent","Latinx","love",0.48407173,"Good"
"Vincent","Latinx","cool",0.54745835,"Good"
"Victor","Latinx","happy",0.5836521,"Good"
"Victor","Latinx","agreeable",0.49873024,"Good"
"Victor","Latinx","polite",0.58780074,"Good"
"Victor","Latinx","civil",0.54998505,"Good"
"Victor","Latinx","charming",0.56767195,"Good"
"Victor","Latinx","gracious",0.5765767,"Good"
"Victor","Latinx","gentle",0.59916,"Good"
"Victor","Latinx","approachable",0.44494763,"Good"
"Victor","Latinx","love",0.5396756,"Good"
"Victor","Latinx","cool",0.5623684,"Good"
"Adrian","Latinx","happy",0.5720589,"Good"
"Adrian","Latinx","agreeable",0.50987583,"Good"
"Adrian","Latinx","polite",0.5609572,"Good"
"Adrian","Latinx","civil",0.47913507,"Good"
"Adrian","Latinx","charming",0.5347881,"Good"
"Adrian","Latinx","gracious",0.51292133,"Good"
"Adrian","Latinx","gentle",0.5956562,"Good"
"Adrian","Latinx","approachable",0.55133164,"Good"
"Adrian","Latinx","love",0.55595547,"Good"
"Adrian","Latinx","cool",0.64759296,"Good"
"Marcus","Latinx","happy",0.59442943,"Good"
"Marcus","Latinx","agreeable",0.4724345,"Good"
"Marcus","Latinx","polite",0.6097237,"Good"
"Marcus","Latinx","civil",0.54409236,"Good"
"Marcus","Latinx","charming",0.56095666,"Good"
"Marcus","Latinx","gracious",0.5617279,"Good"
"Marcus","Latinx","gentle",0.62795997,"Good"
"Marcus","Latinx","approachable",0.43580508,"Good"
"Marcus","Latinx","love",0.54095006,"Good"
"Marcus","Latinx","cool",0.593015,"Good"
"Leo","Latinx","happy",0.6619925,"Good"
"Leo","Latinx","agreeable",0.5432391,"Good"
"Leo","Latinx","polite",0.61557144,"Good"
"Leo","Latinx","civil",0.56533,"Good"
"Leo","Latinx","charming",0.5850905,"Good"
"Leo","Latinx","gracious",0.5837799,"Good"
"Leo","Latinx","gentle",0.71773887,"Good"
"Leo","Latinx","approachable",0.5637513,"Good"
"Leo","Latinx","love",0.6144149,"Good"
"Leo","Latinx","cool",0.6584077,"Good"
"Miles","Latinx","happy",0.65848005,"Good"
"Miles","Latinx","agreeable",0.46682698,"Good"
"Miles","Latinx","polite",0.5300042,"Good"
"Miles","Latinx","civil",0.4785653,"Good"
"Miles","Latinx","charming",0.5784444,"Good"
"Miles","Latinx","gracious",0.6159122,"Good"
"Miles","Latinx","gentle",0.6095876,"Good"
"Miles","Latinx","approachable",0.4651025,"Good"
"Miles","Latinx","love",0.6045264,"Good"
"Miles","Latinx","cool",0.57996845,"Good"
"Roman","Latinx","happy",0.56271285,"Good"
"Roman","Latinx","agreeable",0.51852465,"Good"
"Roman","Latinx","polite",0.636646,"Good"
"Roman","Latinx","civil",0.59382296,"Good"
"Roman","Latinx","charming",0.5819148,"Good"
"Roman","Latinx","gracious",0.5394074,"Good"
"Roman","Latinx","gentle",0.59787816,"Good"
"Roman","Latinx","approachable",0.5100928,"Good"
"Roman","Latinx","love",0.5517602,"Good"
"Roman","Latinx","cool",0.6257377,"Good"
"Sergio","Latinx","happy",0.49329692,"Good"
"Sergio","Latinx","agreeable",0.38891417,"Good"
"Sergio","Latinx","polite",0.5434525,"Good"
"Sergio","Latinx","civil",0.4448902,"Good"
"Sergio","Latinx","charming",0.47572634,"Good"
"Sergio","Latinx","gracious",0.48906177,"Good"
"Sergio","Latinx","gentle",0.5582006,"Good"
"Sergio","Latinx","approachable",0.37027678,"Good"
"Sergio","Latinx","love",0.45883828,"Good"
"Sergio","Latinx","cool",0.5106054,"Good"
"Felix","Latinx","happy",0.6399756,"Good"
"Felix","Latinx","agreeable",0.55510336,"Good"
"Felix","Latinx","polite",0.60394025,"Good"
"Felix","Latinx","civil",0.5682689,"Good"
"Felix","Latinx","charming",0.6294432,"Good"
"Felix","Latinx","gracious",0.60958314,"Good"
"Felix","Latinx","gentle",0.673275,"Good"
"Felix","Latinx","approachable",0.5552256,"Good"
"Felix","Latinx","love",0.61822927,"Good"
"Felix","Latinx","cool",0.6819851,"Good"
"Patricia","Latinx","happy",0.57748854,"Good"
"Patricia","Latinx","agreeable",0.49216968,"Good"
"Patricia","Latinx","polite",0.54196984,"Good"
"Patricia","Latinx","civil",0.4510592,"Good"
"Patricia","Latinx","charming",0.5287397,"Good"
"Patricia","Latinx","gracious",0.49828315,"Good"
"Patricia","Latinx","gentle",0.5347112,"Good"
"Patricia","Latinx","approachable",0.45517814,"Good"
"Patricia","Latinx","love",0.5421624,"Good"
"Patricia","Latinx","cool",0.543347,"Good"
"Laura","Latinx","happy",0.61130416,"Good"
"Laura","Latinx","agreeable",0.47401103,"Good"
"Laura","Latinx","polite",0.52864766,"Good"
"Laura","Latinx","civil",0.4313812,"Good"
"Laura","Latinx","charming",0.5253849,"Good"
"Laura","Latinx","gracious",0.4907685,"Good"
"Laura","Latinx","gentle",0.59912956,"Good"
"Laura","Latinx","approachable",0.45771483,"Good"
"Laura","Latinx","love",0.554222,"Good"
"Laura","Latinx","cool",0.5499054,"Good"
"Amanda","Latinx","happy",0.651564,"Good"
"Amanda","Latinx","agreeable",0.5376689,"Good"
"Amanda","Latinx","polite",0.60770047,"Good"
"Amanda","Latinx","civil",0.54176,"Good"
"Amanda","Latinx","charming",0.58704233,"Good"
"Amanda","Latinx","gracious",0.5668933,"Good"
"Amanda","Latinx","gentle",0.64662683,"Good"
"Amanda","Latinx","approachable",0.5251762,"Good"
"Amanda","Latinx","love",0.6198144,"Good"
"Amanda","Latinx","cool",0.63944614,"Good"
"Victoria","Latinx","happy",0.47981238,"Good"
"Victoria","Latinx","agreeable",0.49327102,"Good"
"Victoria","Latinx","polite",0.4834782,"Good"
"Victoria","Latinx","civil",0.52842814,"Good"
"Victoria","Latinx","charming",0.46001253,"Good"
"Victoria","Latinx","gracious",0.50066507,"Good"
"Victoria","Latinx","gentle",0.5201021,"Good"
"Victoria","Latinx","approachable",0.42213166,"Good"
"Victoria","Latinx","love",0.48047155,"Good"
"Victoria","Latinx","cool",0.4811731,"Good"
"Julia","Latinx","happy",0.64110094,"Good"
"Julia","Latinx","agreeable",0.5222223,"Good"
"Julia","Latinx","polite",0.57084846,"Good"
"Julia","Latinx","civil",0.48908755,"Good"
"Julia","Latinx","charming",0.59581685,"Good"
"Julia","Latinx","gracious",0.59244287,"Good"
"Julia","Latinx","gentle",0.6479002,"Good"
"Julia","Latinx","approachable",0.51964784,"Good"
"Julia","Latinx","love",0.6105832,"Good"
"Julia","Latinx","cool",0.60756254,"Good"
"Gloria","Latinx","happy",0.6217736,"Good"
"Gloria","Latinx","agreeable",0.4605925,"Good"
"Gloria","Latinx","polite",0.588433,"Good"
"Gloria","Latinx","civil",0.4740106,"Good"
"Gloria","Latinx","charming",0.50980556,"Good"
"Gloria","Latinx","gracious",0.5937297,"Good"
"Gloria","Latinx","gentle",0.5868451,"Good"
"Gloria","Latinx","approachable",0.40912956,"Good"
"Gloria","Latinx","love",0.54815435,"Good"
"Gloria","Latinx","cool",0.50890815,"Good"
"Diana","Latinx","happy",0.6262198,"Good"
"Diana","Latinx","agreeable",0.49045476,"Good"
"Diana","Latinx","polite",0.6031101,"Good"
"Diana","Latinx","civil",0.5097867,"Good"
"Diana","Latinx","charming",0.5432143,"Good"
"Diana","Latinx","gracious",0.56178516,"Good"
"Diana","Latinx","gentle",0.61164653,"Good"
"Diana","Latinx","approachable",0.4616273,"Good"
"Diana","Latinx","love",0.568262,"Good"
"Diana","Latinx","cool",0.5732459,"Good"
"Clara","Latinx","happy",0.621778,"Good"
"Clara","Latinx","agreeable",0.47949958,"Good"
"Clara","Latinx","polite",0.6053444,"Good"
"Clara","Latinx","civil",0.46550345,"Good"
"Clara","Latinx","charming",0.55698586,"Good"
"Clara","Latinx","gracious",0.5697148,"Good"
"Clara","Latinx","gentle",0.6130973,"Good"
"Clara","Latinx","approachable",0.49590436,"Good"
"Clara","Latinx","love",0.5683023,"Good"
"Clara","Latinx","cool",0.59948826,"Good"
"Paula","Latinx","happy",0.5871625,"Good"
"Paula","Latinx","agreeable",0.43572402,"Good"
"Paula","Latinx","polite",0.5496866,"Good"
"Paula","Latinx","civil",0.4493345,"Good"
"Paula","Latinx","charming",0.51153076,"Good"
"Paula","Latinx","gracious",0.5067501,"Good"
"Paula","Latinx","gentle",0.5703026,"Good"
"Paula","Latinx","approachable",0.44516617,"Good"
"Paula","Latinx","love",0.5504128,"Good"
"Paula","Latinx","cool",0.57168245,"Good"
"Norma","Latinx","happy",0.61066234,"Good"
"Norma","Latinx","agreeable",0.4860203,"Good"
"Norma","Latinx","polite",0.6525812,"Good"
"Norma","Latinx","civil",0.5287274,"Good"
"Norma","Latinx","charming",0.55700296,"Good"
"Norma","Latinx","gracious",0.5660174,"Good"
"Norma","Latinx","gentle",0.6686177,"Good"
"Norma","Latinx","approachable",0.47284895,"Good"
"Norma","Latinx","love",0.5618197,"Good"
"Norma","Latinx","cool",0.6104081,"Good"
"Lian","Chinese","happy",0.47361684,"Good"
