"Name","Gender","Career","CosineSimilarity","STEM"
"David","M","Software.Developer",0.17349115,"Yes"
"David","M","Nurse.Practitioner",0.10950532,"Yes"
"David","M","Health.Services.Manager",0.32815623,"Yes"
"David","M","Physicians.Assistant",0.30219543,"Yes"
"David","M","Security.Analyst",0.18401034,"Yes"
"David","M","IT.Manager",0.37127507,"Yes"
"David","M","Web.Developer",0.21202995,"Yes"
"David","M","Dentist",0.40928078,"Yes"
"David","M","Orthodontist",0.399548,"Yes"
"David","M","Computer.Systems.Analyst",0.119284585,"Yes"
"Joseph","M","Software.Developer",0.12544468,"Yes"
"Joseph","M","Nurse.Practitioner",0.0032273568,"Yes"
"Joseph","M","Health.Services.Manager",0.18714347,"Yes"
"Joseph","M","Physicians.Assistant",0.1455215,"Yes"
"Joseph","M","Security.Analyst",0.10179117,"Yes"
"Joseph","M","IT.Manager",0.23364052,"Yes"
"Joseph","M","Web.Developer",0.15826738,"Yes"
"Joseph","M","Dentist",0.20236653,"Yes"
"Joseph","M","Orthodontist",0.19160686,"Yes"
"Joseph","M","Computer.Systems.Analyst",0.062525034,"Yes"
"Richard","M","Software.Developer",0.09474872,"Yes"
"Richard","M","Nurse.Practitioner",-0.010310756,"Yes"
"Richard","M","Health.Services.Manager",0.065831095,"Yes"
"Richard","M","Physicians.Assistant",0.08543424,"Yes"
"Richard","M","Security.Analyst",0.120876834,"Yes"
"Richard","M","IT.Manager",0.14470285,"Yes"
"Richard","M","Web.Developer",0.028223267,"Yes"
"Richard","M","Dentist",0.33849832,"Yes"
"Richard","M","Orthodontist",0.39378685,"Yes"
"Richard","M","Computer.Systems.Analyst",0.08131671,"Yes"
"Charles","M","Software.Developer",0.14406195,"Yes"
"Charles","M","Nurse.Practitioner",0.043980695,"Yes"
"Charles","M","Health.Services.Manager",0.122280695,"Yes"
"Charles","M","Physicians.Assistant",0.14491758,"Yes"
"Charles","M","Security.Analyst",0.20196073,"Yes"
"Charles","M","IT.Manager",0.1603191,"Yes"
"Charles","M","Web.Developer",0.08386712,"Yes"
"Charles","M","Dentist",0.34020007,"Yes"
"Charles","M","Orthodontist",0.23396975,"Yes"
"Charles","M","Computer.Systems.Analyst",0.15807419,"Yes"
"Thomas","M","Software.Developer",0.07975988,"Yes"
"Thomas","M","Nurse.Practitioner",0.053890087,"Yes"
"Thomas","M","Health.Services.Manager",0.16275296,"Yes"
"Thomas","M","Physicians.Assistant",0.19545615,"Yes"
"Thomas","M","Security.Analyst",0.21965274,"Yes"
"Thomas","M","IT.Manager",0.19113195,"Yes"
"Thomas","M","Web.Developer",0.059031732,"Yes"
"Thomas","M","Dentist",0.24872859,"Yes"
"Thomas","M","Orthodontist",0.31223905,"Yes"
"Thomas","M","Computer.Systems.Analyst",0.11951138,"Yes"
"Christopher","M","Software.Developer",0.14374372,"Yes"
"Christopher","M","Nurse.Practitioner",-0.009341303,"Yes"
"Christopher","M","Health.Services.Manager",0.20893276,"Yes"
"Christopher","M","Physicians.Assistant",0.1843638,"Yes"
"Christopher","M","Security.Analyst",0.2050307,"Yes"
"Christopher","M","IT.Manager",0.2355557,"Yes"
"Christopher","M","Web.Developer",0.17905049,"Yes"
"Christopher","M","Dentist",0.20231085,"Yes"
"Christopher","M","Orthodontist",0.23194683,"Yes"
"Christopher","M","Computer.Systems.Analyst",0.06535539,"Yes"
"Daniel","M","Software.Developer",0.036055665,"Yes"
"Daniel","M","Nurse.Practitioner",0.121243924,"Yes"
"Daniel","M","Health.Services.Manager",0.27445316,"Yes"
"Daniel","M","Physicians.Assistant",0.258969,"Yes"
"Daniel","M","Security.Analyst",0.1998065,"Yes"
"Daniel","M","IT.Manager",0.18573141,"Yes"
"Daniel","M","Web.Developer",0.09064753,"Yes"
"Daniel","M","Dentist",0.26395893,"Yes"
"Daniel","M","Orthodontist",0.21800251,"Yes"
"Daniel","M","Computer.Systems.Analyst",0.084676765,"Yes"
"Matthew","M","Software.Developer",0.024260655,"Yes"
"Matthew","M","Nurse.Practitioner",0.0076353615,"Yes"
"Matthew","M","Health.Services.Manager",0.19433205,"Yes"
"Matthew","M","Physicians.Assistant",0.1810446,"Yes"
"Matthew","M","Security.Analyst",0.12217334,"Yes"
"Matthew","M","IT.Manager",0.13205576,"Yes"
"Matthew","M","Web.Developer",0.046820905,"Yes"
"Matthew","M","Dentist",0.30948302,"Yes"
"Matthew","M","Orthodontist",0.35503578,"Yes"
"Matthew","M","Computer.Systems.Analyst",-0.014064845,"Yes"
"George","M","Software.Developer",0.0822218,"Yes"
"George","M","Nurse.Practitioner",0.12075571,"Yes"
"George","M","Health.Services.Manager",0.32555604,"Yes"
"George","M","Physicians.Assistant",0.16019814,"Yes"
"George","M","Security.Analyst",0.15787014,"Yes"
"George","M","IT.Manager",0.29730105,"Yes"
"George","M","Web.Developer",0.12309328,"Yes"
"George","M","Dentist",0.21846133,"Yes"
"George","M","Orthodontist",0.20854501,"Yes"
"George","M","Computer.Systems.Analyst",0.0275623,"Yes"
"Anthony","M","Software.Developer",0.1699348,"Yes"
"Anthony","M","Nurse.Practitioner",0.105845205,"Yes"
"Anthony","M","Health.Services.Manager",0.17979228,"Yes"
"Anthony","M","Physicians.Assistant",0.16846293,"Yes"
"Anthony","M","Security.Analyst",0.2903059,"Yes"
"Anthony","M","IT.Manager",0.254212,"Yes"
"Anthony","M","Web.Developer",0.21002533,"Yes"
"Anthony","M","Dentist",0.40917927,"Yes"
"Anthony","M","Orthodontist",0.318923,"Yes"
"Anthony","M","Computer.Systems.Analyst",0.11539059,"Yes"
"Donald","M","Software.Developer",0.110562116,"Yes"
"Donald","M","Nurse.Practitioner",0.028042499,"Yes"
"Donald","M","Health.Services.Manager",0.20897642,"Yes"
"Donald","M","Physicians.Assistant",0.24037781,"Yes"
"Donald","M","Security.Analyst",0.17893502,"Yes"
"Donald","M","IT.Manager",0.24950337,"Yes"
"Donald","M","Web.Developer",0.02730837,"Yes"
"Donald","M","Dentist",0.30854893,"Yes"
"Donald","M","Orthodontist",0.3159632,"Yes"
"Donald","M","Computer.Systems.Analyst",0.19242527,"Yes"
"Paul","M","Software.Developer",0.11317271,"Yes"
"Paul","M","Nurse.Practitioner",0.19041073,"Yes"
"Paul","M","Health.Services.Manager",0.43418944,"Yes"
"Paul","M","Physicians.Assistant",0.26185477,"Yes"
"Paul","M","Security.Analyst",0.15510039,"Yes"
"Paul","M","IT.Manager",0.24999702,"Yes"
"Paul","M","Web.Developer",0.15471917,"Yes"
"Paul","M","Dentist",0.2921791,"Yes"
"Paul","M","Orthodontist",0.20271663,"Yes"
"Paul","M","Computer.Systems.Analyst",0.08514362,"Yes"
"Mark","M","Software.Developer",0.173375,"Yes"
"Mark","M","Nurse.Practitioner",0.1111789,"Yes"
"Mark","M","Health.Services.Manager",0.31762213,"Yes"
"Mark","M","Physicians.Assistant",0.22812438,"Yes"
"Mark","M","Security.Analyst",0.20489603,"Yes"
"Mark","M","IT.Manager",0.29076076,"Yes"
"Mark","M","Web.Developer",0.17384411,"Yes"
"Mark","M","Dentist",0.4784979,"Yes"
"Mark","M","Orthodontist",0.4719513,"Yes"
"Mark","M","Computer.Systems.Analyst",0.1175798,"Yes"
"Andrew","M","Software.Developer",0.11800791,"Yes"
"Andrew","M","Nurse.Practitioner",0.12562081,"Yes"
"Andrew","M","Health.Services.Manager",0.25986785,"Yes"
"Andrew","M","Physicians.Assistant",0.16881241,"Yes"
"Andrew","M","Security.Analyst",0.23487458,"Yes"
"Andrew","M","IT.Manager",0.29229054,"Yes"
"Andrew","M","Web.Developer",0.26026636,"Yes"
"Andrew","M","Dentist",0.3083278,"Yes"
"Andrew","M","Orthodontist",0.23839247,"Yes"
"Andrew","M","Computer.Systems.Analyst",0.12056408,"Yes"
"Edward","M","Software.Developer",0.13694721,"Yes"
"Edward","M","Nurse.Practitioner",0.051437832,"Yes"
"Edward","M","Health.Services.Manager",0.20995118,"Yes"
"Edward","M","Physicians.Assistant",0.12692125,"Yes"
"Edward","M","Security.Analyst",0.2604246,"Yes"
"Edward","M","IT.Manager",0.2740257,"Yes"
"Edward","M","Web.Developer",0.17323618,"Yes"
"Edward","M","Dentist",0.30035394,"Yes"
"Edward","M","Orthodontist",0.30040973,"Yes"
"Edward","M","Computer.Systems.Analyst",0.092449166,"Yes"
"Mary","F","Software.Developer",0.15179145,"Yes"
"Mary","F","Nurse.Practitioner",0.36616102,"Yes"
"Mary","F","Health.Services.Manager",0.38311765,"Yes"
"Mary","F","Physicians.Assistant",0.25308347,"Yes"
"Mary","F","Security.Analyst",0.1379723,"Yes"
"Mary","F","IT.Manager",0.32185093,"Yes"
"Mary","F","Web.Developer",0.17428212,"Yes"
"Mary","F","Dentist",0.20058858,"Yes"
"Mary","F","Orthodontist",0.14785442,"Yes"
"Mary","F","Computer.Systems.Analyst",0.20954818,"Yes"
"Elizabeth","F","Software.Developer",0.05231137,"Yes"
"Elizabeth","F","Nurse.Practitioner",0.31881088,"Yes"
"Elizabeth","F","Health.Services.Manager",0.2560221,"Yes"
"Elizabeth","F","Physicians.Assistant",0.2896331,"Yes"
"Elizabeth","F","Security.Analyst",0.15834945,"Yes"
"Elizabeth","F","IT.Manager",0.1312721,"Yes"
"Elizabeth","F","Web.Developer",0.048257396,"Yes"
"Elizabeth","F","Dentist",0.22619683,"Yes"
"Elizabeth","F","Orthodontist",0.2583986,"Yes"
"Elizabeth","F","Computer.Systems.Analyst",0.16117075,"Yes"
"Patricia","F","Software.Developer",0.1467372,"Yes"
"Patricia","F","Nurse.Practitioner",0.25384077,"Yes"
"Patricia","F","Health.Services.Manager",0.18387279,"Yes"
"Patricia","F","Physicians.Assistant",0.16353416,"Yes"
"Patricia","F","Security.Analyst",0.16783865,"Yes"
"Patricia","F","IT.Manager",0.21925297,"Yes"
"Patricia","F","Web.Developer",0.10597353,"Yes"
"Patricia","F","Dentist",0.3019211,"Yes"
"Patricia","F","Orthodontist",0.21097335,"Yes"
"Patricia","F","Computer.Systems.Analyst",0.2411856,"Yes"
"Jennifer","F","Software.Developer",0.1954648,"Yes"
"Jennifer","F","Nurse.Practitioner",0.29129177,"Yes"
"Jennifer","F","Health.Services.Manager",0.22604159,"Yes"
"Jennifer","F","Physicians.Assistant",0.14089021,"Yes"
"Jennifer","F","Security.Analyst",0.17296256,"Yes"
"Jennifer","F","IT.Manager",0.28076923,"Yes"
"Jennifer","F","Web.Developer",0.16200644,"Yes"
"Jennifer","F","Dentist",0.23096806,"Yes"
"Jennifer","F","Orthodontist",0.11284228,"Yes"
"Jennifer","F","Computer.Systems.Analyst",0.25654057,"Yes"
"Linda","F","Software.Developer",0.06485009,"Yes"
"Linda","F","Nurse.Practitioner",0.34845015,"Yes"
"Linda","F","Health.Services.Manager",0.411815,"Yes"
"Linda","F","Physicians.Assistant",0.32664466,"Yes"
"Linda","F","Security.Analyst",0.14029917,"Yes"
"Linda","F","IT.Manager",0.24095888,"Yes"
"Linda","F","Web.Developer",0.00489844,"Yes"
"Linda","F","Dentist",0.25669324,"Yes"
"Linda","F","Orthodontist",0.18663457,"Yes"
"Linda","F","Computer.Systems.Analyst",0.17516474,"Yes"
"Barbara","F","Software.Developer",0.18059054,"Yes"
"Barbara","F","Nurse.Practitioner",0.33434469,"Yes"
"Barbara","F","Health.Services.Manager",0.29851282,"Yes"
"Barbara","F","Physicians.Assistant",0.2632246,"Yes"
"Barbara","F","Security.Analyst",0.18158227,"Yes"
"Barbara","F","IT.Manager",0.28102195,"Yes"
"Barbara","F","Web.Developer",0.09689264,"Yes"
"Barbara","F","Dentist",0.2732358,"Yes"
"Barbara","F","Orthodontist",0.22516991,"Yes"
"Barbara","F","Computer.Systems.Analyst",0.21552438,"Yes"
"Margaret","F","Software.Developer",0.11309178,"Yes"
"Margaret","F","Nurse.Practitioner",0.43016267,"Yes"
"Margaret","F","Health.Services.Manager",0.3855094,"Yes"
"Margaret","F","Physicians.Assistant",0.35133335,"Yes"
"Margaret","F","Security.Analyst",0.19357918,"Yes"
"Margaret","F","IT.Manager",0.29437977,"Yes"
"Margaret","F","Web.Developer",0.10715363,"Yes"
"Margaret","F","Dentist",0.3714109,"Yes"
"Margaret","F","Orthodontist",0.29410172,"Yes"
"Margaret","F","Computer.Systems.Analyst",0.23737642,"Yes"
"Susan","F","Software.Developer",0.20982176,"Yes"
"Susan","F","Nurse.Practitioner",0.33795443,"Yes"
"Susan","F","Health.Services.Manager",0.20468032,"Yes"
"Susan","F","Physicians.Assistant",0.26813757,"Yes"
"Susan","F","Security.Analyst",0.19483083,"Yes"
"Susan","F","IT.Manager",0.24315725,"Yes"
"Susan","F","Web.Developer",0.2101613,"Yes"
"Susan","F","Dentist",0.36017802,"Yes"
"Susan","F","Orthodontist",0.36204442,"Yes"
"Susan","F","Computer.Systems.Analyst",0.17492971,"Yes"
"Dorothy","F","Software.Developer",0.077006295,"Yes"
"Dorothy","F","Nurse.Practitioner",0.13973126,"Yes"
"Dorothy","F","Health.Services.Manager",0.051417623,"Yes"
"Dorothy","F","Physicians.Assistant",0.07806276,"Yes"
"Dorothy","F","Security.Analyst",0.10706905,"Yes"
"Dorothy","F","IT.Manager",0.17387713,"Yes"
"Dorothy","F","Web.Developer",0.04038377,"Yes"
"Dorothy","F","Dentist",0.16886266,"Yes"
"Dorothy","F","Orthodontist",0.121298105,"Yes"
"Dorothy","F","Computer.Systems.Analyst",0.103851974,"Yes"
"Sarah","F","Software.Developer",0.06839608,"Yes"
"Sarah","F","Nurse.Practitioner",0.28804526,"Yes"
"Sarah","F","Health.Services.Manager",0.34718567,"Yes"
"Sarah","F","Physicians.Assistant",0.2449731,"Yes"
"Sarah","F","Security.Analyst",0.16361365,"Yes"
"Sarah","F","IT.Manager",0.23685458,"Yes"
"Sarah","F","Web.Developer",0.20240062,"Yes"
"Sarah","F","Dentist",0.24123076,"Yes"
"Sarah","F","Orthodontist",0.210085,"Yes"
"Sarah","F","Computer.Systems.Analyst",0.09444989,"Yes"
"Jessica","F","Software.Developer",0.06694932,"Yes"
"Jessica","F","Nurse.Practitioner",0.24172245,"Yes"
"Jessica","F","Health.Services.Manager",0.26512042,"Yes"
"Jessica","F","Physicians.Assistant",0.13733493,"Yes"
"Jessica","F","Security.Analyst",0.11296152,"Yes"
"Jessica","F","IT.Manager",0.1220442,"Yes"
"Jessica","F","Web.Developer",0.08929762,"Yes"
"Jessica","F","Dentist",0.2791369,"Yes"
"Jessica","F","Orthodontist",0.22730231,"Yes"
"Jessica","F","Computer.Systems.Analyst",0.09137375,"Yes"
"Helen","F","Software.Developer",0.06881047,"Yes"
"Helen","F","Nurse.Practitioner",0.29024595,"Yes"
"Helen","F","Health.Services.Manager",0.2153185,"Yes"
"Helen","F","Physicians.Assistant",0.24028063,"Yes"
"Helen","F","Security.Analyst",0.17229986,"Yes"
"Helen","F","IT.Manager",0.18393676,"Yes"
"Helen","F","Web.Developer",0.20085526,"Yes"
"Helen","F","Dentist",0.18561846,"Yes"
"Helen","F","Orthodontist",0.28107613,"Yes"
"Helen","F","Computer.Systems.Analyst",0.13786364,"Yes"
"Nancy","F","Software.Developer",0.018112125,"Yes"
"Nancy","F","Nurse.Practitioner",0.4019343,"Yes"
"Nancy","F","Health.Services.Manager",0.22200856,"Yes"
"Nancy","F","Physicians.Assistant",0.2976037,"Yes"
"Nancy","F","Security.Analyst",0.25640786,"Yes"
"Nancy","F","IT.Manager",0.17779425,"Yes"
"Nancy","F","Web.Developer",0.13585237,"Yes"
"Nancy","F","Dentist",0.10568344,"Yes"
"Nancy","F","Orthodontist",0.115348384,"Yes"
"Nancy","F","Computer.Systems.Analyst",0.17329875,"Yes"
"Betty","F","Software.Developer",0.053301916,"Yes"
"Betty","F","Nurse.Practitioner",0.15963525,"Yes"
"Betty","F","Health.Services.Manager",0.29899114,"Yes"
"Betty","F","Physicians.Assistant",0.21809357,"Yes"
"Betty","F","Security.Analyst",0.107867986,"Yes"
"Betty","F","IT.Manager",0.20926163,"Yes"
"Betty","F","Web.Developer",0.15337384,"Yes"
"Betty","F","Dentist",0.11510826,"Yes"
"Betty","F","Orthodontist",0.10048157,"Yes"
"Betty","F","Computer.Systems.Analyst",0.1412629,"Yes"
"Karen","F","Software.Developer",0.22686721,"Yes"
"Karen","F","Nurse.Practitioner",0.42518806,"Yes"
"Karen","F","Health.Services.Manager",0.33623874,"Yes"
"Karen","F","Physicians.Assistant",0.35620186,"Yes"
"Karen","F","Security.Analyst",0.2487535,"Yes"
"Karen","F","IT.Manager",0.3445305,"Yes"
"Karen","F","Web.Developer",0.23705168,"Yes"
"Karen","F","Dentist",0.32573298,"Yes"
"Karen","F","Orthodontist",0.25648004,"Yes"
"Karen","F","Computer.Systems.Analyst",0.27121115,"Yes"
"Lisa","F","Software.Developer",0.31048015,"Yes"
"Lisa","F","Nurse.Practitioner",0.33896363,"Yes"
"Lisa","F","Health.Services.Manager",0.34976965,"Yes"
"Lisa","F","Physicians.Assistant",0.2404418,"Yes"
"Lisa","F","Security.Analyst",0.25419855,"Yes"
"Lisa","F","IT.Manager",0.32973439,"Yes"
"Lisa","F","Web.Developer",0.22182715,"Yes"
"Lisa","F","Dentist",0.33259484,"Yes"
"Lisa","F","Orthodontist",0.188362,"Yes"
"Lisa","F","Computer.Systems.Analyst",0.28678942,"Yes"
"Anna","F","Software.Developer",0.09171787,"Yes"
"Anna","F","Nurse.Practitioner",0.29010338,"Yes"
"Anna","F","Health.Services.Manager",0.32405114,"Yes"
"Anna","F","Physicians.Assistant",0.21745382,"Yes"
"Anna","F","Security.Analyst",0.22265086,"Yes"
"Anna","F","IT.Manager",0.21706544,"Yes"
"Anna","F","Web.Developer",0.06018902,"Yes"
"Anna","F","Dentist",0.27554452,"Yes"
"Anna","F","Orthodontist",0.23621999,"Yes"
"Anna","F","Computer.Systems.Analyst",0.16650233,"Yes"
"Sandra","F","Software.Developer",0.14523932,"Yes"
"Sandra","F","Nurse.Practitioner",0.32298398,"Yes"
"Sandra","F","Health.Services.Manager",0.38419655,"Yes"
"Sandra","F","Physicians.Assistant",0.25099266,"Yes"
"Sandra","F","Security.Analyst",0.21110934,"Yes"
"Sandra","F","IT.Manager",0.38474667,"Yes"
"Sandra","F","Web.Developer",0.15931526,"Yes"
"Sandra","F","Dentist",0.3247027,"Yes"
"Sandra","F","Orthodontist",0.28935757,"Yes"
"Sandra","F","Computer.Systems.Analyst",0.21954256,"Yes"
"Emily","F","Software.Developer",0.17139444,"Yes"
"Emily","F","Nurse.Practitioner",0.28087795,"Yes"
"Emily","F","Health.Services.Manager",0.24017632,"Yes"
"Emily","F","Physicians.Assistant",0.21690851,"Yes"
"Emily","F","Security.Analyst",0.24971795,"Yes"
"Emily","F","IT.Manager",0.22198333,"Yes"
"Emily","F","Web.Developer",0.22788006,"Yes"
"Emily","F","Dentist",0.24184126,"Yes"
"Emily","F","Orthodontist",0.15520741,"Yes"
"Emily","F","Computer.Systems.Analyst",0.2631053,"Yes"
"Ashley","F","Software.Developer",0.032878906,"Yes"
"Ashley","F","Nurse.Practitioner",0.17809676,"Yes"
"Ashley","F","Health.Services.Manager",0.12753093,"Yes"
"Ashley","F","Physicians.Assistant",0.079671815,"Yes"
"Ashley","F","Security.Analyst",0.20862913,"Yes"
"Ashley","F","IT.Manager",0.10325511,"Yes"
"Ashley","F","Web.Developer",0.035615936,"Yes"
"Ashley","F","Dentist",0.16051,"Yes"
"Ashley","F","Orthodontist",0.09225194,"Yes"
"Ashley","F","Computer.Systems.Analyst",0.10751183,"Yes"
"James","M","Artist",0.37754798,"No"
"James","M","Marketing.Manager",0.18282874,"No"
"James","M","Social.Worker",0.1598059,"No"
"James","M","Attorney",0.26848644,"No"
"James","M","Journalist",0.23337083,"No"
"James","M","Musician",0.30091885,"No"
"James","M","Teacher",0.09203529,"No"
"James","M","Media.Manager",0.30306396,"No"
"James","M","Graphic.Designer",0.23051003,"No"
"James","M","Judge",0.2599047,"No"
"John","M","Artist",0.3871044,"No"
"John","M","Marketing.Manager",-0.011260821,"No"
"John","M","Social.Worker",0.058279116,"No"
"John","M","Attorney",0.21687561,"No"
"John","M","Journalist",0.22151837,"No"
"John","M","Musician",0.34768182,"No"
"John","M","Teacher",0.03855749,"No"
"John","M","Media.Manager",0.16079572,"No"
"John","M","Graphic.Designer",0.12240719,"No"
"John","M","Judge",0.27583018,"No"
"Robert","M","Artist",0.2841521,"No"
"Robert","M","Marketing.Manager",0.058633007,"No"
"Robert","M","Social.Worker",-0.00011718273,"No"
"Robert","M","Attorney",0.30849257,"No"
"Robert","M","Journalist",0.24890313,"No"
"Robert","M","Musician",0.25604987,"No"
"Robert","M","Teacher",0.09824966,"No"
"Robert","M","Media.Manager",0.2166645,"No"
"Robert","M","Graphic.Designer",0.12634698,"No"
"Robert","M","Judge",0.4184143,"No"
"Michael","M","Artist",0.42531055,"No"
"Michael","M","Marketing.Manager",0.18638295,"No"
"Michael","M","Social.Worker",0.20054677,"No"
"Michael","M","Attorney",0.38378137,"No"
"Michael","M","Journalist",0.21226215,"No"
"Michael","M","Musician",0.33450675,"No"
"Michael","M","Teacher",0.070292994,"No"
"Michael","M","Media.Manager",0.29372266,"No"
"Michael","M","Graphic.Designer",0.2072748,"No"
"Michael","M","Judge",0.28088003,"No"
"William","M","Artist",0.44050458,"No"
"William","M","Marketing.Manager",0.102511406,"No"
"William","M","Social.Worker",0.19471186,"No"
"William","M","Attorney",0.17655273,"No"
"William","M","Journalist",0.23763318,"No"
"William","M","Musician",0.36421147,"No"
"William","M","Teacher",0.024962064,"No"
"William","M","Media.Manager",0.27865624,"No"
"William","M","Graphic.Designer",0.22191736,"No"
"William","M","Judge",0.19471437,"No"
"David","M","Artist",0.31239194,"No"
"David","M","Marketing.Manager",0.16146058,"No"
"David","M","Social.Worker",0.03693361,"No"
"David","M","Attorney",0.23748605,"No"
"David","M","Journalist",0.261625,"No"
"David","M","Musician",0.255271,"No"
"David","M","Teacher",0.19079463,"No"
"David","M","Media.Manager",0.3162089,"No"
"David","M","Graphic.Designer",0.35567915,"No"
"David","M","Judge",0.33258814,"No"
"Joseph","M","Artist",0.2750674,"No"
"Joseph","M","Marketing.Manager",0.19020087,"No"
"Joseph","M","Social.Worker",0.13571529,"No"
"Joseph","M","Attorney",0.23042475,"No"
"Joseph","M","Journalist",0.1617726,"No"
"Joseph","M","Musician",0.17833325,"No"
"Joseph","M","Teacher",0.19068402,"No"
"Joseph","M","Media.Manager",0.21208116,"No"
"Joseph","M","Graphic.Designer",0.2008124,"No"
"Joseph","M","Judge",0.26591465,"No"
"Richard","M","Artist",0.19526234,"No"
"Richard","M","Marketing.Manager",0.026765563,"No"
"Richard","M","Social.Worker",0.023935273,"No"
"Richard","M","Attorney",0.4176202,"No"
"Richard","M","Journalist",0.11271298,"No"
"Richard","M","Musician",0.23129314,"No"
"Richard","M","Teacher",0.0256323,"No"
"Richard","M","Media.Manager",0.114885345,"No"
"Richard","M","Graphic.Designer",0.13815627,"No"
"Richard","M","Judge",0.31508404,"No"
"Charles","M","Artist",0.26657683,"No"
"Charles","M","Marketing.Manager",0.12557107,"No"
"Charles","M","Social.Worker",0.06646664,"No"
"Charles","M","Attorney",0.38965517,"No"
"Charles","M","Journalist",0.13755375,"No"
"Charles","M","Musician",0.26950246,"No"
"Charles","M","Teacher",0.07691911,"No"
"Charles","M","Media.Manager",0.1651139,"No"
"Charles","M","Graphic.Designer",0.21428911,"No"
"Charles","M","Judge",0.37358242,"No"
"Thomas","M","Artist",0.33364677,"No"
"Thomas","M","Marketing.Manager",0.0872106,"No"
"Thomas","M","Social.Worker",0.06324434,"No"
"Thomas","M","Attorney",0.36878088,"No"
"Thomas","M","Journalist",0.15090974,"No"
"Thomas","M","Musician",0.294852,"No"
"Thomas","M","Teacher",0.11637579,"No"
"Thomas","M","Media.Manager",0.1383693,"No"
"Thomas","M","Graphic.Designer",0.08424918,"No"
"Thomas","M","Judge",0.31099808,"No"
"Christopher","M","Artist",0.41928393,"No"
"Christopher","M","Marketing.Manager",0.18720606,"No"
"Christopher","M","Social.Worker",0.20911218,"No"
"Christopher","M","Attorney",0.24239035,"No"
"Christopher","M","Journalist",0.23223673,"No"
"Christopher","M","Musician",0.37017524,"No"
"Christopher","M","Teacher",0.08281296,"No"
"Christopher","M","Media.Manager",0.24730967,"No"
"Christopher","M","Graphic.Designer",0.2872851,"No"
"Christopher","M","Judge",0.22636588,"No"
"Daniel","M","Artist",0.32589123,"No"
"Daniel","M","Marketing.Manager",0.12623554,"No"
"Daniel","M","Social.Worker",0.12439615,"No"
"Daniel","M","Attorney",0.28490734,"No"
"Daniel","M","Journalist",0.1766909,"No"
"Daniel","M","Musician",0.27382284,"No"
"Daniel","M","Teacher",0.18546195,"No"
"Daniel","M","Media.Manager",0.15679777,"No"
"Daniel","M","Graphic.Designer",0.15063521,"No"
"Daniel","M","Judge",0.2677192,"No"
"Matthew","M","Artist",0.27548254,"No"
"Matthew","M","Marketing.Manager",0.011455037,"No"
"Matthew","M","Social.Worker",0.08481132,"No"
"Matthew","M","Attorney",0.17350148,"No"
