"Name","Gender","Career","CosineSimilarity","STEM"
"Anthony","M","Orthodontist",0.9957684,"Yes"
"Anthony","M","Computer.Systems.Analyst",0.9967094,"Yes"
"Donald","M","Software.Developer",0.99290985,"Yes"
"Donald","M","Nurse.Practitioner",0.99676037,"Yes"
"Donald","M","Health.Services.Manager",0.99464536,"Yes"
"Donald","M","Physicians.Assistant",0.98745584,"Yes"
"Donald","M","Security.Analyst",0.99504733,"Yes"
"Donald","M","IT.Manager",0.9985494,"Yes"
"Donald","M","Web.Developer",0.9963056,"Yes"
"Donald","M","Dentist",0.9972224,"Yes"
"Donald","M","Orthodontist",0.9991221,"Yes"
"Donald","M","Computer.Systems.Analyst",0.9951269,"Yes"
"Paul","M","Software.Developer",0.9957449,"Yes"
"Paul","M","Nurse.Practitioner",0.99700004,"Yes"
"Paul","M","Health.Services.Manager",0.99606204,"Yes"
"Paul","M","Physicians.Assistant",0.99146825,"Yes"
"Paul","M","Security.Analyst",0.9962321,"Yes"
"Paul","M","IT.Manager",0.9962229,"Yes"
"Paul","M","Web.Developer",0.99656326,"Yes"
"Paul","M","Dentist",0.9967899,"Yes"
"Paul","M","Orthodontist",0.9946557,"Yes"
"Paul","M","Computer.Systems.Analyst",0.9967769,"Yes"
"Mark","M","Software.Developer",0.9952255,"Yes"
"Mark","M","Nurse.Practitioner",0.9980198,"Yes"
"Mark","M","Health.Services.Manager",0.9968265,"Yes"
"Mark","M","Physicians.Assistant",0.9894183,"Yes"
"Mark","M","Security.Analyst",0.99716896,"Yes"
"Mark","M","IT.Manager",0.9970305,"Yes"
"Mark","M","Web.Developer",0.99825436,"Yes"
"Mark","M","Dentist",0.99773544,"Yes"
"Mark","M","Orthodontist",0.99534035,"Yes"
"Mark","M","Computer.Systems.Analyst",0.9968586,"Yes"
"Andrew","M","Software.Developer",0.9954067,"Yes"
"Andrew","M","Nurse.Practitioner",0.99733204,"Yes"
"Andrew","M","Health.Services.Manager",0.9963615,"Yes"
"Andrew","M","Physicians.Assistant",0.9902441,"Yes"
"Andrew","M","Security.Analyst",0.996749,"Yes"
"Andrew","M","IT.Manager",0.9968378,"Yes"
"Andrew","M","Web.Developer",0.9973619,"Yes"
"Andrew","M","Dentist",0.9972739,"Yes"
"Andrew","M","Orthodontist",0.9954234,"Yes"
"Andrew","M","Computer.Systems.Analyst",0.99686515,"Yes"
"Edward","M","Software.Developer",0.9956774,"Yes"
"Edward","M","Nurse.Practitioner",0.9980337,"Yes"
"Edward","M","Health.Services.Manager",0.9966937,"Yes"
"Edward","M","Physicians.Assistant",0.9898713,"Yes"
"Edward","M","Security.Analyst",0.9971868,"Yes"
"Edward","M","IT.Manager",0.9974638,"Yes"
"Edward","M","Web.Developer",0.9979501,"Yes"
"Edward","M","Dentist",0.9979815,"Yes"
"Edward","M","Orthodontist",0.9959542,"Yes"
"Edward","M","Computer.Systems.Analyst",0.99769527,"Yes"
"Mary","F","Software.Developer",0.9956583,"Yes"
"Mary","F","Nurse.Practitioner",0.99741733,"Yes"
"Mary","F","Health.Services.Manager",0.9970033,"Yes"
"Mary","F","Physicians.Assistant",0.9904161,"Yes"
"Mary","F","Security.Analyst",0.9970236,"Yes"
"Mary","F","IT.Manager",0.996565,"Yes"
"Mary","F","Web.Developer",0.99705184,"Yes"
"Mary","F","Dentist",0.9974547,"Yes"
"Mary","F","Orthodontist",0.9947356,"Yes"
"Mary","F","Computer.Systems.Analyst",0.99669033,"Yes"
"Elizabeth","F","Software.Developer",0.9955413,"Yes"
"Elizabeth","F","Nurse.Practitioner",0.99756634,"Yes"
"Elizabeth","F","Health.Services.Manager",0.99690795,"Yes"
"Elizabeth","F","Physicians.Assistant",0.9893936,"Yes"
"Elizabeth","F","Security.Analyst",0.9970445,"Yes"
"Elizabeth","F","IT.Manager",0.997319,"Yes"
"Elizabeth","F","Web.Developer",0.9978707,"Yes"
"Elizabeth","F","Dentist",0.997494,"Yes"
"Elizabeth","F","Orthodontist",0.99554497,"Yes"
"Elizabeth","F","Computer.Systems.Analyst",0.9970108,"Yes"
"Patricia","F","Software.Developer",0.99567175,"Yes"
"Patricia","F","Nurse.Practitioner",0.99723625,"Yes"
"Patricia","F","Health.Services.Manager",0.99641955,"Yes"
"Patricia","F","Physicians.Assistant",0.9903687,"Yes"
"Patricia","F","Security.Analyst",0.997188,"Yes"
"Patricia","F","IT.Manager",0.99626875,"Yes"
"Patricia","F","Web.Developer",0.99724656,"Yes"
"Patricia","F","Dentist",0.9971511,"Yes"
"Patricia","F","Orthodontist",0.9944947,"Yes"
"Patricia","F","Computer.Systems.Analyst",0.99652857,"Yes"
"Jennifer","F","Software.Developer",0.99588984,"Yes"
"Jennifer","F","Nurse.Practitioner",0.9981735,"Yes"
"Jennifer","F","Health.Services.Manager",0.99680924,"Yes"
"Jennifer","F","Physicians.Assistant",0.99007595,"Yes"
"Jennifer","F","Security.Analyst",0.9970999,"Yes"
"Jennifer","F","IT.Manager",0.99717385,"Yes"
"Jennifer","F","Web.Developer",0.9980645,"Yes"
"Jennifer","F","Dentist",0.99800724,"Yes"
"Jennifer","F","Orthodontist",0.9956254,"Yes"
"Jennifer","F","Computer.Systems.Analyst",0.99716103,"Yes"
"Linda","F","Software.Developer",0.9960518,"Yes"
"Linda","F","Nurse.Practitioner",0.99789983,"Yes"
"Linda","F","Health.Services.Manager",0.9968373,"Yes"
"Linda","F","Physicians.Assistant",0.98978657,"Yes"
"Linda","F","Security.Analyst",0.99692744,"Yes"
"Linda","F","IT.Manager",0.9965927,"Yes"
"Linda","F","Web.Developer",0.9978079,"Yes"
"Linda","F","Dentist",0.9979181,"Yes"
"Linda","F","Orthodontist",0.9950776,"Yes"
"Linda","F","Computer.Systems.Analyst",0.99703294,"Yes"
"Barbara","F","Software.Developer",0.99575377,"Yes"
"Barbara","F","Nurse.Practitioner",0.9980153,"Yes"
"Barbara","F","Health.Services.Manager",0.9961079,"Yes"
"Barbara","F","Physicians.Assistant",0.9890741,"Yes"
"Barbara","F","Security.Analyst",0.99644536,"Yes"
"Barbara","F","IT.Manager",0.9973245,"Yes"
"Barbara","F","Web.Developer",0.9977512,"Yes"
"Barbara","F","Dentist",0.99769026,"Yes"
"Barbara","F","Orthodontist",0.99598646,"Yes"
"Barbara","F","Computer.Systems.Analyst",0.9971888,"Yes"
"Margaret","F","Software.Developer",0.9957314,"Yes"
"Margaret","F","Nurse.Practitioner",0.9983314,"Yes"
"Margaret","F","Health.Services.Manager",0.996706,"Yes"
"Margaret","F","Physicians.Assistant",0.98994625,"Yes"
"Margaret","F","Security.Analyst",0.9973764,"Yes"
"Margaret","F","IT.Manager",0.997801,"Yes"
"Margaret","F","Web.Developer",0.998317,"Yes"
"Margaret","F","Dentist",0.998251,"Yes"
"Margaret","F","Orthodontist",0.9963758,"Yes"
"Margaret","F","Computer.Systems.Analyst",0.99760526,"Yes"
"Susan","F","Software.Developer",0.99334,"Yes"
"Susan","F","Nurse.Practitioner",0.997355,"Yes"
"Susan","F","Health.Services.Manager",0.99498105,"Yes"
"Susan","F","Physicians.Assistant",0.98754984,"Yes"
"Susan","F","Security.Analyst",0.9954495,"Yes"
"Susan","F","IT.Manager",0.9984618,"Yes"
"Susan","F","Web.Developer",0.9968529,"Yes"
"Susan","F","Dentist",0.99766886,"Yes"
"Susan","F","Orthodontist",0.9988782,"Yes"
"Susan","F","Computer.Systems.Analyst",0.9954185,"Yes"
"Dorothy","F","Software.Developer",0.99588466,"Yes"
"Dorothy","F","Nurse.Practitioner",0.9984844,"Yes"
"Dorothy","F","Health.Services.Manager",0.99674124,"Yes"
"Dorothy","F","Physicians.Assistant",0.989995,"Yes"
"Dorothy","F","Security.Analyst",0.99690855,"Yes"
"Dorothy","F","IT.Manager",0.99841887,"Yes"
"Dorothy","F","Web.Developer",0.9983984,"Yes"
"Dorothy","F","Dentist",0.99847955,"Yes"
"Dorothy","F","Orthodontist",0.9974278,"Yes"
"Dorothy","F","Computer.Systems.Analyst",0.9973002,"Yes"
"Sarah","F","Software.Developer",0.995732,"Yes"
"Sarah","F","Nurse.Practitioner",0.99823266,"Yes"
"Sarah","F","Health.Services.Manager",0.9973769,"Yes"
"Sarah","F","Physicians.Assistant",0.9892798,"Yes"
"Sarah","F","Security.Analyst",0.997452,"Yes"
"Sarah","F","IT.Manager",0.9971483,"Yes"
"Sarah","F","Web.Developer",0.99794084,"Yes"
"Sarah","F","Dentist",0.9977429,"Yes"
"Sarah","F","Orthodontist",0.9954074,"Yes"
"Sarah","F","Computer.Systems.Analyst",0.99687546,"Yes"
"Jessica","F","Software.Developer",0.9927242,"Yes"
"Jessica","F","Nurse.Practitioner",0.99688375,"Yes"
"Jessica","F","Health.Services.Manager",0.9944915,"Yes"
"Jessica","F","Physicians.Assistant",0.9871272,"Yes"
"Jessica","F","Security.Analyst",0.99499166,"Yes"
"Jessica","F","IT.Manager",0.99851257,"Yes"
"Jessica","F","Web.Developer",0.99635106,"Yes"
"Jessica","F","Dentist",0.9971625,"Yes"
"Jessica","F","Orthodontist",0.9989079,"Yes"
"Jessica","F","Computer.Systems.Analyst",0.9950198,"Yes"
"Helen","F","Software.Developer",0.9907744,"Yes"
"Helen","F","Nurse.Practitioner",0.99499565,"Yes"
"Helen","F","Health.Services.Manager",0.9921394,"Yes"
"Helen","F","Physicians.Assistant",0.9856624,"Yes"
"Helen","F","Security.Analyst",0.99287397,"Yes"
"Helen","F","IT.Manager",0.9973704,"Yes"
"Helen","F","Web.Developer",0.99453014,"Yes"
"Helen","F","Dentist",0.99505585,"Yes"
"Helen","F","Orthodontist",0.9983121,"Yes"
"Helen","F","Computer.Systems.Analyst",0.9930544,"Yes"
"Nancy","F","Software.Developer",0.9933232,"Yes"
"Nancy","F","Nurse.Practitioner",0.9971775,"Yes"
"Nancy","F","Health.Services.Manager",0.9947745,"Yes"
"Nancy","F","Physicians.Assistant",0.98744833,"Yes"
"Nancy","F","Security.Analyst",0.9953137,"Yes"
"Nancy","F","IT.Manager",0.9987768,"Yes"
"Nancy","F","Web.Developer",0.996534,"Yes"
"Nancy","F","Dentist",0.99722844,"Yes"
"Nancy","F","Orthodontist",0.9990734,"Yes"
"Nancy","F","Computer.Systems.Analyst",0.9953379,"Yes"
"Betty","F","Software.Developer",0.9959023,"Yes"
"Betty","F","Nurse.Practitioner",0.9981186,"Yes"
"Betty","F","Health.Services.Manager",0.9976905,"Yes"
"Betty","F","Physicians.Assistant",0.99016374,"Yes"
"Betty","F","Security.Analyst",0.9974542,"Yes"
"Betty","F","IT.Manager",0.9978948,"Yes"
"Betty","F","Web.Developer",0.9983006,"Yes"
"Betty","F","Dentist",0.9981758,"Yes"
"Betty","F","Orthodontist",0.99656236,"Yes"
"Betty","F","Computer.Systems.Analyst",0.9969885,"Yes"
"Karen","F","Software.Developer",0.99594766,"Yes"
"Karen","F","Nurse.Practitioner",0.9987911,"Yes"
"Karen","F","Health.Services.Manager",0.996807,"Yes"
"Karen","F","Physicians.Assistant",0.9899139,"Yes"
"Karen","F","Security.Analyst",0.99740046,"Yes"
"Karen","F","IT.Manager",0.99881744,"Yes"
"Karen","F","Web.Developer",0.99864656,"Yes"
"Karen","F","Dentist",0.99886304,"Yes"
"Karen","F","Orthodontist",0.99792296,"Yes"
"Karen","F","Computer.Systems.Analyst",0.99740946,"Yes"
"Lisa","F","Software.Developer",0.99580216,"Yes"
"Lisa","F","Nurse.Practitioner",0.9987859,"Yes"
"Lisa","F","Health.Services.Manager",0.996843,"Yes"
"Lisa","F","Physicians.Assistant",0.98990625,"Yes"
"Lisa","F","Security.Analyst",0.99748087,"Yes"
"Lisa","F","IT.Manager",0.99915504,"Yes"
"Lisa","F","Web.Developer",0.9982556,"Yes"
"Lisa","F","Dentist",0.9986298,"Yes"
"Lisa","F","Orthodontist",0.9984073,"Yes"
"Lisa","F","Computer.Systems.Analyst",0.99745786,"Yes"
"Anna","F","Software.Developer",0.9962864,"Yes"
"Anna","F","Nurse.Practitioner",0.99863046,"Yes"
"Anna","F","Health.Services.Manager",0.99690914,"Yes"
"Anna","F","Physicians.Assistant",0.989793,"Yes"
"Anna","F","Security.Analyst",0.9975584,"Yes"
"Anna","F","IT.Manager",0.9975836,"Yes"
"Anna","F","Web.Developer",0.9985659,"Yes"
"Anna","F","Dentist",0.9987822,"Yes"
"Anna","F","Orthodontist",0.99616116,"Yes"
"Anna","F","Computer.Systems.Analyst",0.9973178,"Yes"
"Sandra","F","Software.Developer",0.99264205,"Yes"
"Sandra","F","Nurse.Practitioner",0.9967766,"Yes"
"Sandra","F","Health.Services.Manager",0.9943,"Yes"
"Sandra","F","Physicians.Assistant",0.9869091,"Yes"
"Sandra","F","Security.Analyst",0.9947627,"Yes"
"Sandra","F","IT.Manager",0.99815583,"Yes"
"Sandra","F","Web.Developer",0.9962416,"Yes"
"Sandra","F","Dentist",0.9969177,"Yes"
"Sandra","F","Orthodontist",0.99869174,"Yes"
"Sandra","F","Computer.Systems.Analyst",0.9946426,"Yes"
"Emily","F","Software.Developer",0.9955756,"Yes"
"Emily","F","Nurse.Practitioner",0.9976384,"Yes"
"Emily","F","Health.Services.Manager",0.9966999,"Yes"
"Emily","F","Physicians.Assistant",0.9899332,"Yes"
"Emily","F","Security.Analyst",0.9971904,"Yes"
"Emily","F","IT.Manager",0.9971367,"Yes"
"Emily","F","Web.Developer",0.9976469,"Yes"
"Emily","F","Dentist",0.9976802,"Yes"
"Emily","F","Orthodontist",0.9954872,"Yes"
"Emily","F","Computer.Systems.Analyst",0.99694484,"Yes"
"Ashley","F","Software.Developer",0.99433666,"Yes"
"Ashley","F","Nurse.Practitioner",0.99518895,"Yes"
"Ashley","F","Health.Services.Manager",0.9953313,"Yes"
"Ashley","F","Physicians.Assistant",0.990771,"Yes"
"Ashley","F","Security.Analyst",0.9959798,"Yes"
"Ashley","F","IT.Manager",0.99432033,"Yes"
"Ashley","F","Web.Developer",0.99527276,"Yes"
"Ashley","F","Dentist",0.9953328,"Yes"
"Ashley","F","Orthodontist",0.9923468,"Yes"
"Ashley","F","Computer.Systems.Analyst",0.9952017,"Yes"
"James","M","Artist",0.96877855,"No"
"James","M","Marketing.Manager",0.9683766,"No"
"James","M","Social.Worker",0.9720208,"No"
"James","M","Attorney",0.9684145,"No"
"James","M","Journalist",0.96719956,"No"
"James","M","Musician",0.96781254,"No"
"James","M","Teacher",0.97310483,"No"
"James","M","Media.Manager",0.9675549,"No"
"James","M","Graphic.Designer",0.971006,"No"
"James","M","Judge",0.9676979,"No"
"John","M","Artist",0.9697879,"No"
"John","M","Marketing.Manager",0.9688381,"No"
"John","M","Social.Worker",0.9735938,"No"
"John","M","Attorney",0.9699339,"No"
"John","M","Journalist",0.96853304,"No"
"John","M","Musician",0.96949637,"No"
"John","M","Teacher",0.97485673,"No"
"John","M","Media.Manager",0.96864617,"No"
"John","M","Graphic.Designer",0.97271514,"No"
"John","M","Judge",0.9684908,"No"
"Robert","M","Artist",0.995876,"No"
"Robert","M","Marketing.Manager",0.9967426,"No"
"Robert","M","Social.Worker",0.9932742,"No"
"Robert","M","Attorney",0.99564123,"No"
"Robert","M","Journalist",0.9926897,"No"
"Robert","M","Musician",0.99508834,"No"
"Robert","M","Teacher",0.9883111,"No"
"Robert","M","Media.Manager",0.99582833,"No"
"Robert","M","Graphic.Designer",0.9913999,"No"
"Robert","M","Judge",0.99651325,"No"
"Michael","M","Artist",0.996126,"No"
"Michael","M","Marketing.Manager",0.9968301,"No"
"Michael","M","Social.Worker",0.99565464,"No"
"Michael","M","Attorney",0.9971588,"No"
"Michael","M","Journalist",0.9936157,"No"
"Michael","M","Musician",0.9963466,"No"
"Michael","M","Teacher",0.99213594,"No"
"Michael","M","Media.Manager",0.9968515,"No"
"Michael","M","Graphic.Designer",0.99451023,"No"
"Michael","M","Judge",0.9972836,"No"
"William","M","Artist",0.99670124,"No"
"William","M","Marketing.Manager",0.9968567,"No"
"William","M","Social.Worker",0.9958727,"No"
"William","M","Attorney",0.9969094,"No"
"William","M","Journalist",0.9944581,"No"
"William","M","Musician",0.9965523,"No"
"William","M","Teacher",0.9925917,"No"
"William","M","Media.Manager",0.99660563,"No"
"William","M","Graphic.Designer",0.994362,"No"
"William","M","Judge",0.9971371,"No"
"David","M","Artist",0.97521996,"No"
"David","M","Marketing.Manager",0.9746446,"No"
"David","M","Social.Worker",0.9783547,"No"
"David","M","Attorney",0.9753421,"No"
"David","M","Journalist",0.9738702,"No"
"David","M","Musician",0.9750546,"No"
"David","M","Teacher",0.9787489,"No"
"David","M","Media.Manager",0.97427076,"No"
"David","M","Graphic.Designer",0.9776992,"No"
"David","M","Judge",0.9740803,"No"
"Joseph","M","Artist",0.9693919,"No"
"Joseph","M","Marketing.Manager",0.9689481,"No"
"Joseph","M","Social.Worker",0.97305447,"No"
"Joseph","M","Attorney",0.96946204,"No"
"Joseph","M","Journalist",0.9686114,"No"
"Joseph","M","Musician",0.9688823,"No"
"Joseph","M","Teacher",0.9748517,"No"
"Joseph","M","Media.Manager",0.9683193,"No"
"Joseph","M","Graphic.Designer",0.97339845,"No"
"Joseph","M","Judge",0.9685092,"No"
"Richard","M","Artist",0.99686503,"No"
"Richard","M","Marketing.Manager",0.9972523,"No"
"Richard","M","Social.Worker",0.9950994,"No"
"Richard","M","Attorney",0.9968628,"No"
"Richard","M","Journalist",0.9940659,"No"
"Richard","M","Musician",0.9967177,"No"
"Richard","M","Teacher",0.9909529,"No"
"Richard","M","Media.Manager",0.99667454,"No"
"Richard","M","Graphic.Designer",0.99291193,"No"
"Richard","M","Judge",0.9970717,"No"
"Charles","M","Artist",0.96152556,"No"
"Charles","M","Marketing.Manager",0.96107745,"No"
"Charles","M","Social.Worker",0.96396005,"No"
"Charles","M","Attorney",0.9609348,"No"
"Charles","M","Journalist",0.95786715,"No"
"Charles","M","Musician",0.9597388,"No"
"Charles","M","Teacher",0.96362185,"No"
"Charles","M","Media.Manager",0.96042496,"No"
"Charles","M","Graphic.Designer",0.96262765,"No"
"Charles","M","Judge",0.96057516,"No"
"Thomas","M","Artist",0.9966859,"No"
"Thomas","M","Marketing.Manager",0.9976956,"No"
"Thomas","M","Social.Worker",0.9949119,"No"
"Thomas","M","Attorney",0.99728006,"No"
"Thomas","M","Journalist",0.99387777,"No"
"Thomas","M","Musician",0.9966808,"No"
"Thomas","M","Teacher",0.99069244,"No"
"Thomas","M","Media.Manager",0.9971796,"No"
"Thomas","M","Graphic.Designer",0.9930645,"No"
"Thomas","M","Judge",0.9975117,"No"
"Christopher","M","Artist",0.99633634,"No"
"Christopher","M","Marketing.Manager",0.99723345,"No"
"Christopher","M","Social.Worker",0.99407196,"No"
"Christopher","M","Attorney",0.9961802,"No"
"Christopher","M","Journalist",0.9936208,"No"
"Christopher","M","Musician",0.9957745,"No"
"Christopher","M","Teacher",0.98919666,"No"
"Christopher","M","Media.Manager",0.9965322,"No"
"Christopher","M","Graphic.Designer",0.9918572,"No"
"Christopher","M","Judge",0.9970071,"No"
"Daniel","M","Artist",0.9961844,"No"
"Daniel","M","Marketing.Manager",0.99626845,"No"
"Daniel","M","Social.Worker",0.9954096,"No"
"Daniel","M","Attorney",0.99716854,"No"
"Daniel","M","Journalist",0.99368876,"No"
"Daniel","M","Musician",0.9967318,"No"
"Daniel","M","Teacher",0.9917608,"No"
"Daniel","M","Media.Manager",0.99603665,"No"
"Daniel","M","Graphic.Designer",0.9938994,"No"
"Daniel","M","Judge",0.99719644,"No"
"Matthew","M","Artist",0.99608016,"No"
"Matthew","M","Marketing.Manager",0.9966289,"No"
"Matthew","M","Social.Worker",0.9950629,"No"
"Matthew","M","Attorney",0.9969994,"No"
"Matthew","M","Journalist",0.9938085,"No"
"Matthew","M","Musician",0.99637705,"No"
