"Name","Gender","Word","CosineSimilarity","Good_or_Bad"
"Matthew","M","cool",0.72312796,"Good"
"George","M","happy",0.84382313,"Good"
"George","M","agreeable",0.55679905,"Good"
"George","M","polite",0.8702143,"Good"
"George","M","civil",0.8546311,"Good"
"George","M","charming",0.863311,"Good"
"George","M","gracious",0.60788935,"Good"
"George","M","gentle",0.86679345,"Good"
"George","M","approachable",0.5766863,"Good"
"George","M","love",0.84800506,"Good"
"George","M","cool",0.8358191,"Good"
"Anthony","M","happy",0.822141,"Good"
"Anthony","M","agreeable",0.5676034,"Good"
"Anthony","M","polite",0.8565137,"Good"
"Anthony","M","civil",0.8329371,"Good"
"Anthony","M","charming",0.85938734,"Good"
"Anthony","M","gracious",0.5861037,"Good"
"Anthony","M","gentle",0.840906,"Good"
"Anthony","M","approachable",0.5923098,"Good"
"Anthony","M","love",0.8308174,"Good"
"Anthony","M","cool",0.82821125,"Good"
"Donald","M","happy",0.8447047,"Good"
"Donald","M","agreeable",0.5572603,"Good"
"Donald","M","polite",0.85901606,"Good"
"Donald","M","civil",0.86179376,"Good"
"Donald","M","charming",0.8579253,"Good"
"Donald","M","gracious",0.5897385,"Good"
"Donald","M","gentle",0.8523877,"Good"
"Donald","M","approachable",0.5727189,"Good"
"Donald","M","love",0.84562916,"Good"
"Donald","M","cool",0.8311554,"Good"
"Paul","M","happy",0.83171505,"Good"
"Paul","M","agreeable",0.56587005,"Good"
"Paul","M","polite",0.87939435,"Good"
"Paul","M","civil",0.8497182,"Good"
"Paul","M","charming",0.8691423,"Good"
"Paul","M","gracious",0.6125272,"Good"
"Paul","M","gentle",0.86518526,"Good"
"Paul","M","approachable",0.58914673,"Good"
"Paul","M","love",0.85665333,"Good"
"Paul","M","cool",0.848968,"Good"
"Mark","M","happy",0.8583915,"Good"
"Mark","M","agreeable",0.5846519,"Good"
"Mark","M","polite",0.872303,"Good"
"Mark","M","civil",0.84154135,"Good"
"Mark","M","charming",0.8794256,"Good"
"Mark","M","gracious",0.6113354,"Good"
"Mark","M","gentle",0.8650007,"Good"
"Mark","M","approachable",0.59393543,"Good"
"Mark","M","love",0.8669693,"Good"
"Mark","M","cool",0.880122,"Good"
"Andrew","M","happy",0.8494936,"Good"
"Andrew","M","agreeable",0.5876341,"Good"
"Andrew","M","polite",0.8738025,"Good"
"Andrew","M","civil",0.850948,"Good"
"Andrew","M","charming",0.8735473,"Good"
"Andrew","M","gracious",0.6134609,"Good"
"Andrew","M","gentle",0.8673545,"Good"
"Andrew","M","approachable",0.5971248,"Good"
"Andrew","M","love",0.8592769,"Good"
"Andrew","M","cool",0.8558065,"Good"
"Edward","M","happy",0.85092276,"Good"
"Edward","M","agreeable",0.5846489,"Good"
"Edward","M","polite",0.87712175,"Good"
"Edward","M","civil",0.8661454,"Good"
"Edward","M","charming",0.87687415,"Good"
"Edward","M","gracious",0.6049945,"Good"
"Edward","M","gentle",0.8730507,"Good"
"Edward","M","approachable",0.5987659,"Good"
"Edward","M","love",0.8476338,"Good"
"Edward","M","cool",0.8484565,"Good"
"Mary","F","happy",0.83134407,"Good"
"Mary","F","agreeable",0.53313035,"Good"
"Mary","F","polite",0.86094403,"Good"
"Mary","F","civil",0.8284357,"Good"
"Mary","F","charming",0.85575753,"Good"
"Mary","F","gracious",0.6092495,"Good"
"Mary","F","gentle",0.8631059,"Good"
"Mary","F","approachable",0.56345063,"Good"
"Mary","F","love",0.8524302,"Good"
"Mary","F","cool",0.8182375,"Good"
"Elizabeth","F","happy",0.8355022,"Good"
"Elizabeth","F","agreeable",0.5495655,"Good"
"Elizabeth","F","polite",0.868753,"Good"
"Elizabeth","F","civil",0.8401546,"Good"
"Elizabeth","F","charming",0.86835814,"Good"
"Elizabeth","F","gracious",0.609205,"Good"
"Elizabeth","F","gentle",0.8610078,"Good"
"Elizabeth","F","approachable",0.5723699,"Good"
"Elizabeth","F","love",0.85022974,"Good"
"Elizabeth","F","cool",0.8325436,"Good"
"Patricia","F","happy",0.8424681,"Good"
"Patricia","F","agreeable",0.5601843,"Good"
"Patricia","F","polite",0.8785898,"Good"
"Patricia","F","civil",0.8538179,"Good"
"Patricia","F","charming",0.8680661,"Good"
"Patricia","F","gracious",0.6056102,"Good"
"Patricia","F","gentle",0.86805016,"Good"
"Patricia","F","approachable",0.58502805,"Good"
"Patricia","F","love",0.84452575,"Good"
"Patricia","F","cool",0.8473286,"Good"
"Jennifer","F","happy",0.8458917,"Good"
"Jennifer","F","agreeable",0.5581375,"Good"
"Jennifer","F","polite",0.87393004,"Good"
"Jennifer","F","civil",0.8413437,"Good"
"Jennifer","F","charming",0.8720119,"Good"
"Jennifer","F","gracious",0.6035202,"Good"
"Jennifer","F","gentle",0.86619264,"Good"
"Jennifer","F","approachable",0.5806009,"Good"
"Jennifer","F","love",0.850879,"Good"
"Jennifer","F","cool",0.8520662,"Good"
"Linda","F","happy",0.84432733,"Good"
"Linda","F","agreeable",0.55839926,"Good"
"Linda","F","polite",0.86874896,"Good"
"Linda","F","civil",0.82878447,"Good"
"Linda","F","charming",0.86536807,"Good"
"Linda","F","gracious",0.604087,"Good"
"Linda","F","gentle",0.8591207,"Good"
"Linda","F","approachable",0.57494265,"Good"
"Linda","F","love",0.85228246,"Good"
"Linda","F","cool",0.8523129,"Good"
"Barbara","F","happy",0.8377208,"Good"
"Barbara","F","agreeable",0.550121,"Good"
"Barbara","F","polite",0.8697689,"Good"
"Barbara","F","civil",0.83762777,"Good"
"Barbara","F","charming",0.8665048,"Good"
"Barbara","F","gracious",0.60155046,"Good"
"Barbara","F","gentle",0.8627899,"Good"
"Barbara","F","approachable",0.5786021,"Good"
"Barbara","F","love",0.84559375,"Good"
"Barbara","F","cool",0.83938813,"Good"
"Margaret","F","happy",0.83696204,"Good"
"Margaret","F","agreeable",0.55172837,"Good"
"Margaret","F","polite",0.8698924,"Good"
"Margaret","F","civil",0.83943987,"Good"
"Margaret","F","charming",0.8681731,"Good"
"Margaret","F","gracious",0.5981766,"Good"
"Margaret","F","gentle",0.8619834,"Good"
"Margaret","F","approachable",0.57583654,"Good"
"Margaret","F","love",0.8487379,"Good"
"Margaret","F","cool",0.8263216,"Good"
"Susan","F","happy",0.8439024,"Good"
"Susan","F","agreeable",0.5608333,"Good"
"Susan","F","polite",0.88021135,"Good"
"Susan","F","civil",0.83752275,"Good"
"Susan","F","charming",0.8753717,"Good"
"Susan","F","gracious",0.6118474,"Good"
"Susan","F","gentle",0.870597,"Good"
"Susan","F","approachable",0.58504516,"Good"
"Susan","F","love",0.85853463,"Good"
"Susan","F","cool",0.8492643,"Good"
"Dorothy","F","happy",0.8429589,"Good"
"Dorothy","F","agreeable",0.55211765,"Good"
"Dorothy","F","polite",0.8787222,"Good"
"Dorothy","F","civil",0.8422749,"Good"
"Dorothy","F","charming",0.8744436,"Good"
"Dorothy","F","gracious",0.6066381,"Good"
"Dorothy","F","gentle",0.8699792,"Good"
"Dorothy","F","approachable",0.57915246,"Good"
"Dorothy","F","love",0.84721684,"Good"
"Dorothy","F","cool",0.8366725,"Good"
"Sarah","F","happy",0.84445494,"Good"
"Sarah","F","agreeable",0.54846615,"Good"
"Sarah","F","polite",0.87156284,"Good"
"Sarah","F","civil",0.83356446,"Good"
"Sarah","F","charming",0.87169,"Good"
"Sarah","F","gracious",0.6165974,"Good"
"Sarah","F","gentle",0.8708009,"Good"
"Sarah","F","approachable",0.57311,"Good"
"Sarah","F","love",0.8564974,"Good"
"Sarah","F","cool",0.84947956,"Good"
"Jessica","F","happy",0.8442545,"Good"
"Jessica","F","agreeable",0.5657485,"Good"
"Jessica","F","polite",0.8711108,"Good"
"Jessica","F","civil",0.8360231,"Good"
"Jessica","F","charming",0.87605345,"Good"
"Jessica","F","gracious",0.59835833,"Good"
"Jessica","F","gentle",0.8648324,"Good"
"Jessica","F","approachable",0.588993,"Good"
"Jessica","F","love",0.8573869,"Good"
"Jessica","F","cool",0.85454184,"Good"
"Helen","F","happy",0.8425413,"Good"
"Helen","F","agreeable",0.5535173,"Good"
"Helen","F","polite",0.8741896,"Good"
"Helen","F","civil",0.8354281,"Good"
"Helen","F","charming",0.87165,"Good"
"Helen","F","gracious",0.60445404,"Good"
"Helen","F","gentle",0.8649309,"Good"
"Helen","F","approachable",0.5825756,"Good"
"Helen","F","love",0.8549896,"Good"
"Helen","F","cool",0.8413879,"Good"
"Nancy","F","happy",0.8479532,"Good"
"Nancy","F","agreeable",0.55382574,"Good"
"Nancy","F","polite",0.8707207,"Good"
"Nancy","F","civil",0.84628564,"Good"
"Nancy","F","charming",0.8690231,"Good"
"Nancy","F","gracious",0.60661644,"Good"
"Nancy","F","gentle",0.869063,"Good"
"Nancy","F","approachable",0.5737902,"Good"
"Nancy","F","love",0.8550171,"Good"
"Nancy","F","cool",0.8545499,"Good"
"Betty","F","happy",0.839845,"Good"
"Betty","F","agreeable",0.5445593,"Good"
"Betty","F","polite",0.87771624,"Good"
"Betty","F","civil",0.8387432,"Good"
"Betty","F","charming",0.87373513,"Good"
"Betty","F","gracious",0.59616727,"Good"
"Betty","F","gentle",0.8698826,"Good"
"Betty","F","approachable",0.5763281,"Good"
"Betty","F","love",0.84966713,"Good"
"Betty","F","cool",0.83511734,"Good"
"Karen","F","happy",0.8520183,"Good"
"Karen","F","agreeable",0.5668201,"Good"
"Karen","F","polite",0.88284236,"Good"
"Karen","F","civil",0.8458827,"Good"
"Karen","F","charming",0.88807714,"Good"
"Karen","F","gracious",0.6093758,"Good"
"Karen","F","gentle",0.8731521,"Good"
"Karen","F","approachable",0.59116286,"Good"
"Karen","F","love",0.87018687,"Good"
"Karen","F","cool",0.8661767,"Good"
"Lisa","F","happy",0.8411983,"Good"
"Lisa","F","agreeable",0.5531854,"Good"
"Lisa","F","polite",0.8680241,"Good"
"Lisa","F","civil",0.82337976,"Good"
"Lisa","F","charming",0.8715924,"Good"
"Lisa","F","gracious",0.59590465,"Good"
"Lisa","F","gentle",0.86288923,"Good"
"Lisa","F","approachable",0.5783048,"Good"
"Lisa","F","love",0.8595721,"Good"
"Lisa","F","cool",0.8552844,"Good"
"Anna","F","happy",0.8328515,"Good"
"Anna","F","agreeable",0.55335844,"Good"
"Anna","F","polite",0.8662039,"Good"
"Anna","F","civil",0.83308667,"Good"
"Anna","F","charming",0.8669595,"Good"
"Anna","F","gracious",0.59813476,"Good"
"Anna","F","gentle",0.85757583,"Good"
"Anna","F","approachable",0.5776375,"Good"
"Anna","F","love",0.8482053,"Good"
"Anna","F","cool",0.84087163,"Good"
"Sandra","F","happy",0.8422373,"Good"
"Sandra","F","agreeable",0.5562119,"Good"
"Sandra","F","polite",0.87212336,"Good"
"Sandra","F","civil",0.8359165,"Good"
"Sandra","F","charming",0.86783284,"Good"
"Sandra","F","gracious",0.6043708,"Good"
"Sandra","F","gentle",0.866384,"Good"
"Sandra","F","approachable",0.572069,"Good"
"Sandra","F","love",0.8482713,"Good"
"Sandra","F","cool",0.84127134,"Good"
"Emily","F","happy",0.85096735,"Good"
"Emily","F","agreeable",0.56524646,"Good"
"Emily","F","polite",0.8819103,"Good"
"Emily","F","civil",0.8490341,"Good"
"Emily","F","charming",0.8853149,"Good"
"Emily","F","gracious",0.6055876,"Good"
"Emily","F","gentle",0.8699147,"Good"
"Emily","F","approachable",0.5898891,"Good"
"Emily","F","love",0.8627851,"Good"
"Emily","F","cool",0.8614567,"Good"
"Ashley","F","happy",0.8594366,"Good"
"Ashley","F","agreeable",0.6001315,"Good"
"Ashley","F","polite",0.8634475,"Good"
"Ashley","F","civil",0.8503143,"Good"
"Ashley","F","charming",0.87530845,"Good"
"Ashley","F","gracious",0.5912079,"Good"
"Ashley","F","gentle",0.8670567,"Good"
"Ashley","F","approachable",0.59956616,"Good"
"Ashley","F","love",0.86400676,"Good"
"Ashley","F","cool",0.86864597,"Good"
"James","M","rude",0.8587727,"Bad"
"James","M","lazy",0.86320454,"Bad"
"James","M","disagreeable",0.5964031,"Bad"
"James","M","lousy",0.6152889,"Bad"
"James","M","sad",0.84964067,"Bad"
"James","M","hate",0.86342055,"Bad"
"James","M","violent",0.8427671,"Bad"
"James","M","bitter",0.8775589,"Bad"
"James","M","harsh",0.8626227,"Bad"
"James","M","angry",0.8931391,"Bad"
"John","M","rude",0.84489506,"Bad"
"John","M","lazy",0.8426406,"Bad"
"John","M","disagreeable",0.57637626,"Bad"
"John","M","lousy",0.60721546,"Bad"
"John","M","sad",0.83143127,"Bad"
"John","M","hate",0.8372833,"Bad"
"John","M","violent",0.8277454,"Bad"
"John","M","bitter",0.8526334,"Bad"
"John","M","harsh",0.83912116,"Bad"
"John","M","angry",0.8698632,"Bad"
"Robert","M","rude",0.8493913,"Bad"
"Robert","M","lazy",0.8605236,"Bad"
"Robert","M","disagreeable",0.5984151,"Bad"
"Robert","M","lousy",0.60744935,"Bad"
"Robert","M","sad",0.85858643,"Bad"
"Robert","M","hate",0.8665094,"Bad"
"Robert","M","violent",0.84480244,"Bad"
"Robert","M","bitter",0.8755805,"Bad"
"Robert","M","harsh",0.8579788,"Bad"
"Robert","M","angry",0.89089644,"Bad"
"Michael","M","rude",0.87573296,"Bad"
"Michael","M","lazy",0.87018406,"Bad"
"Michael","M","disagreeable",0.61478484,"Bad"
"Michael","M","lousy",0.6307825,"Bad"
"Michael","M","sad",0.8822487,"Bad"
"Michael","M","hate",0.8908649,"Bad"
"Michael","M","violent",0.84518605,"Bad"
"Michael","M","bitter",0.8966059,"Bad"
"Michael","M","harsh",0.881928,"Bad"
"Michael","M","angry",0.90846634,"Bad"
"William","M","rude",0.8369364,"Bad"
"William","M","lazy",0.84311604,"Bad"
"William","M","disagreeable",0.57978773,"Bad"
"William","M","lousy",0.59682584,"Bad"
"William","M","sad",0.8282047,"Bad"
"William","M","hate",0.8394849,"Bad"
"William","M","violent",0.83219767,"Bad"
"William","M","bitter",0.8591204,"Bad"
"William","M","harsh",0.83816934,"Bad"
"William","M","angry",0.871226,"Bad"
"David","M","rude",0.8617764,"Bad"
"David","M","lazy",0.85696745,"Bad"
"David","M","disagreeable",0.59881157,"Bad"
"David","M","lousy",0.62041724,"Bad"
"David","M","sad",0.84839505,"Bad"
"David","M","hate",0.8598308,"Bad"
"David","M","violent",0.83793116,"Bad"
"David","M","bitter",0.87303126,"Bad"
"David","M","harsh",0.8541781,"Bad"
"David","M","angry",0.8890748,"Bad"
"Joseph","M","rude",0.84758157,"Bad"
"Joseph","M","lazy",0.85307664,"Bad"
"Joseph","M","disagreeable",0.5855216,"Bad"
"Joseph","M","lousy",0.60436374,"Bad"
"Joseph","M","sad",0.8324766,"Bad"
"Joseph","M","hate",0.8451112,"Bad"
"Joseph","M","violent",0.8416681,"Bad"
"Joseph","M","bitter",0.8629713,"Bad"
"Joseph","M","harsh",0.849063,"Bad"
"Joseph","M","angry",0.8797797,"Bad"
"Richard","M","rude",0.85423577,"Bad"
"Richard","M","lazy",0.8583751,"Bad"
"Richard","M","disagreeable",0.59655225,"Bad"
"Richard","M","lousy",0.60900885,"Bad"
"Richard","M","sad",0.8438792,"Bad"
"Richard","M","hate",0.8552726,"Bad"
"Richard","M","violent",0.84627974,"Bad"
"Richard","M","bitter",0.877367,"Bad"
"Richard","M","harsh",0.8539509,"Bad"
"Richard","M","angry",0.88728565,"Bad"
"Charles","M","rude",0.8328111,"Bad"
"Charles","M","lazy",0.8481176,"Bad"
"Charles","M","disagreeable",0.5707613,"Bad"
"Charles","M","lousy",0.5999925,"Bad"
"Charles","M","sad",0.8207021,"Bad"
"Charles","M","hate",0.8392882,"Bad"
"Charles","M","violent",0.8375603,"Bad"
"Charles","M","bitter",0.8549334,"Bad"
"Charles","M","harsh",0.83494717,"Bad"
"Charles","M","angry",0.87145275,"Bad"
"Thomas","M","rude",0.83582646,"Bad"
"Thomas","M","lazy",0.8469344,"Bad"
"Thomas","M","disagreeable",0.5871648,"Bad"
"Thomas","M","lousy",0.6010628,"Bad"
"Thomas","M","sad",0.8314695,"Bad"
"Thomas","M","hate",0.8359124,"Bad"
"Thomas","M","violent",0.8423163,"Bad"
"Thomas","M","bitter",0.86314124,"Bad"
"Thomas","M","harsh",0.84435475,"Bad"
"Thomas","M","angry",0.8677293,"Bad"
"Christopher","M","rude",0.8621211,"Bad"
"Christopher","M","lazy",0.8635224,"Bad"
"Christopher","M","disagreeable",0.6002112,"Bad"
"Christopher","M","lousy",0.6135898,"Bad"
"Christopher","M","sad",0.8562703,"Bad"
"Christopher","M","hate",0.8638733,"Bad"
"Christopher","M","violent",0.84872735,"Bad"
"Christopher","M","bitter",0.87516516,"Bad"
"Christopher","M","harsh",0.8634331,"Bad"
"Christopher","M","angry",0.8906278,"Bad"
"Daniel","M","rude",0.8648886,"Bad"
"Daniel","M","lazy",0.86294216,"Bad"
"Daniel","M","disagreeable",0.6067282,"Bad"
"Daniel","M","lousy",0.6218698,"Bad"
"Daniel","M","sad",0.8649891,"Bad"
"Daniel","M","hate",0.87132996,"Bad"
"Daniel","M","violent",0.8421278,"Bad"
"Daniel","M","bitter",0.88534945,"Bad"
"Daniel","M","harsh",0.86695623,"Bad"
"Daniel","M","angry",0.90017384,"Bad"
"Matthew","M","rude",0.73106676,"Bad"
"Matthew","M","lazy",0.74289834,"Bad"
"Matthew","M","disagreeable",0.51323736,"Bad"
"Matthew","M","lousy",0.5146663,"Bad"
"Matthew","M","sad",0.74397093,"Bad"
"Matthew","M","hate",0.750301,"Bad"
"Matthew","M","violent",0.73388296,"Bad"
"Matthew","M","bitter",0.76163656,"Bad"
"Matthew","M","harsh",0.75691766,"Bad"
"Matthew","M","angry",0.7653766,"Bad"
"George","M","rude",0.8539155,"Bad"
"George","M","lazy",0.86971176,"Bad"
"George","M","disagreeable",0.59290737,"Bad"
"George","M","lousy",0.6152455,"Bad"
"George","M","sad",0.8500014,"Bad"
"George","M","hate",0.86565864,"Bad"
"George","M","violent",0.8517698,"Bad"
"George","M","bitter",0.87946814,"Bad"
"George","M","harsh",0.8608365,"Bad"
"George","M","angry",0.8906509,"Bad"
"Anthony","M","rude",0.84926796,"Bad"
"Anthony","M","lazy",0.8559845,"Bad"
"Anthony","M","disagreeable",0.6054912,"Bad"
"Anthony","M","lousy",0.61446154,"Bad"
"Anthony","M","sad",0.8498506,"Bad"
"Anthony","M","hate",0.8524997,"Bad"
"Anthony","M","violent",0.8409033,"Bad"
"Anthony","M","bitter",0.8719144,"Bad"
"Anthony","M","harsh",0.85522616,"Bad"
"Anthony","M","angry",0.8786634,"Bad"
"Donald","M","rude",0.84673876,"Bad"
"Donald","M","lazy",0.8729913,"Bad"
"Donald","M","disagreeable",0.5920605,"Bad"
"Donald","M","lousy",0.6099868,"Bad"
"Donald","M","sad",0.8624045,"Bad"
"Donald","M","hate",0.8789487,"Bad"
"Donald","M","violent",0.8549848,"Bad"
"Donald","M","bitter",0.878228,"Bad"
"Donald","M","harsh",0.8578621,"Bad"
"Donald","M","angry",0.8845157,"Bad"
"Paul","M","rude",0.8687413,"Bad"
"Paul","M","lazy",0.8669011,"Bad"
"Paul","M","disagreeable",0.6012561,"Bad"
"Paul","M","lousy",0.62366754,"Bad"
"Paul","M","sad",0.8491466,"Bad"
"Paul","M","hate",0.8700152,"Bad"
"Paul","M","violent",0.84515035,"Bad"
"Paul","M","bitter",0.8745597,"Bad"
"Paul","M","harsh",0.86310875,"Bad"
"Paul","M","angry",0.88901556,"Bad"
"Mark","M","rude",0.874385,"Bad"
"Mark","M","lazy",0.8731605,"Bad"
"Mark","M","disagreeable",0.6127845,"Bad"
"Mark","M","lousy",0.62855935,"Bad"
"Mark","M","sad",0.87635976,"Bad"
"Mark","M","hate",0.88063186,"Bad"
"Mark","M","violent",0.8390954,"Bad"
"Mark","M","bitter",0.8904074,"Bad"
"Mark","M","harsh",0.8770962,"Bad"
"Mark","M","angry",0.89814204,"Bad"
"Andrew","M","rude",0.8657743,"Bad"
"Andrew","M","lazy",0.86941105,"Bad"
"Andrew","M","disagreeable",0.616028,"Bad"
"Andrew","M","lousy",0.6256101,"Bad"
"Andrew","M","sad",0.86754215,"Bad"
"Andrew","M","hate",0.8705577,"Bad"
"Andrew","M","violent",0.84898835,"Bad"
"Andrew","M","bitter",0.8854841,"Bad"
"Andrew","M","harsh",0.8721202,"Bad"
"Andrew","M","angry",0.9010498,"Bad"
"Edward","M","rude",0.85992897,"Bad"
"Edward","M","lazy",0.874644,"Bad"
"Edward","M","disagreeable",0.61448216,"Bad"
"Edward","M","lousy",0.6289151,"Bad"
"Edward","M","sad",0.87348926,"Bad"
"Edward","M","hate",0.8734212,"Bad"
"Edward","M","violent",0.8608255,"Bad"
"Edward","M","bitter",0.88943005,"Bad"
"Edward","M","harsh",0.8752307,"Bad"
"Edward","M","angry",0.8997103,"Bad"
"Mary","F","rude",0.84048784,"Bad"
"Mary","F","lazy",0.8420383,"Bad"
"Mary","F","disagreeable",0.5692197,"Bad"
"Mary","F","lousy",0.601719,"Bad"
"Mary","F","sad",0.8261563,"Bad"
"Mary","F","hate",0.85419583,"Bad"
"Mary","F","violent",0.82958585,"Bad"
"Mary","F","bitter",0.8583843,"Bad"
"Mary","F","harsh",0.8399032,"Bad"
"Mary","F","angry",0.8762093,"Bad"
"Elizabeth","F","rude",0.85358715,"Bad"
"Elizabeth","F","lazy",0.8485579,"Bad"
"Elizabeth","F","disagreeable",0.58197546,"Bad"
"Elizabeth","F","lousy",0.6053528,"Bad"
"Elizabeth","F","sad",0.8433438,"Bad"
"Elizabeth","F","hate",0.85416883,"Bad"
"Elizabeth","F","violent",0.8331861,"Bad"
"Elizabeth","F","bitter",0.8653615,"Bad"
"Elizabeth","F","harsh",0.85000134,"Bad"
"Elizabeth","F","angry",0.88152635,"Bad"
"Patricia","F","rude",0.85889125,"Bad"
"Patricia","F","lazy",0.8600924,"Bad"
"Patricia","F","disagreeable",0.595379,"Bad"
"Patricia","F","lousy",0.6116083,"Bad"
"Patricia","F","sad",0.84791493,"Bad"
"Patricia","F","hate",0.8585414,"Bad"
"Patricia","F","violent",0.8417359,"Bad"
"Patricia","F","bitter",0.8751259,"Bad"
"Patricia","F","harsh",0.85804594,"Bad"
"Patricia","F","angry",0.8909402,"Bad"
"Jennifer","F","rude",0.8566798,"Bad"
"Jennifer","F","lazy",0.8609122,"Bad"
