"Name","Gender","Word","CosineSimilarity","Good_or_Bad"
"Joseph","M","happy",0.9566086,"Good"
"Joseph","M","agreeable",0.8767494,"Good"
"Joseph","M","polite",0.8813472,"Good"
"Joseph","M","civil",0.9371421,"Good"
"Joseph","M","charming",0.89900315,"Good"
"Joseph","M","gracious",0.91870934,"Good"
"Joseph","M","gentle",0.8903397,"Good"
"Joseph","M","approachable",0.89478385,"Good"
"Joseph","M","love",0.9048482,"Good"
"Joseph","M","cool",0.9152619,"Good"
"Richard","M","happy",0.97098386,"Good"
"Richard","M","agreeable",0.89423704,"Good"
"Richard","M","polite",0.8968951,"Good"
"Richard","M","civil",0.9528456,"Good"
"Richard","M","charming",0.91435033,"Good"
"Richard","M","gracious",0.9217366,"Good"
"Richard","M","gentle",0.9053623,"Good"
"Richard","M","approachable",0.899897,"Good"
"Richard","M","love",0.9241476,"Good"
"Richard","M","cool",0.9332524,"Good"
"Charles","M","happy",0.9595844,"Good"
"Charles","M","agreeable",0.8748711,"Good"
"Charles","M","polite",0.8782805,"Good"
"Charles","M","civil",0.9377143,"Good"
"Charles","M","charming",0.89755523,"Good"
"Charles","M","gracious",0.91709435,"Good"
"Charles","M","gentle",0.89019865,"Good"
"Charles","M","approachable",0.89642555,"Good"
"Charles","M","love",0.90463334,"Good"
"Charles","M","cool",0.913345,"Good"
"Thomas","M","happy",0.9481549,"Good"
"Thomas","M","agreeable",0.8570331,"Good"
"Thomas","M","polite",0.8590117,"Good"
"Thomas","M","civil",0.919206,"Good"
"Thomas","M","charming",0.8791455,"Good"
"Thomas","M","gracious",0.90920347,"Good"
"Thomas","M","gentle",0.8760823,"Good"
"Thomas","M","approachable",0.89445233,"Good"
"Thomas","M","love",0.8829474,"Good"
"Thomas","M","cool",0.8929863,"Good"
"Christopher","M","happy",0.9589338,"Good"
"Christopher","M","agreeable",0.8721671,"Good"
"Christopher","M","polite",0.8759372,"Good"
"Christopher","M","civil",0.9350363,"Good"
"Christopher","M","charming",0.895354,"Good"
"Christopher","M","gracious",0.9147812,"Good"
"Christopher","M","gentle",0.89001095,"Good"
"Christopher","M","approachable",0.89476234,"Good"
"Christopher","M","love",0.90201974,"Good"
"Christopher","M","cool",0.91173685,"Good"
"Daniel","M","happy",0.9506222,"Good"
"Daniel","M","agreeable",0.861709,"Good"
"Daniel","M","polite",0.8671474,"Good"
"Daniel","M","civil",0.9239434,"Good"
"Daniel","M","charming",0.88393164,"Good"
"Daniel","M","gracious",0.9082131,"Good"
"Daniel","M","gentle",0.88386315,"Good"
"Daniel","M","approachable",0.8873396,"Good"
"Daniel","M","love",0.89291096,"Good"
"Daniel","M","cool",0.90136945,"Good"
"Matthew","M","happy",0.95338356,"Good"
"Matthew","M","agreeable",0.8660781,"Good"
"Matthew","M","polite",0.8690032,"Good"
"Matthew","M","civil",0.92867655,"Good"
"Matthew","M","charming",0.889496,"Good"
"Matthew","M","gracious",0.91020274,"Good"
"Matthew","M","gentle",0.88366246,"Good"
"Matthew","M","approachable",0.8910147,"Good"
"Matthew","M","love",0.89685166,"Good"
"Matthew","M","cool",0.9068069,"Good"
"George","M","happy",0.95640576,"Good"
"George","M","agreeable",0.873761,"Good"
"George","M","polite",0.8777555,"Good"
"George","M","civil",0.93319654,"Good"
"George","M","charming",0.89415723,"Good"
"George","M","gracious",0.91407925,"Good"
"George","M","gentle",0.8894727,"Good"
"George","M","approachable",0.89147604,"Good"
"George","M","love",0.9030549,"Good"
"George","M","cool",0.9118621,"Good"
"Anthony","M","happy",0.95223737,"Good"
"Anthony","M","agreeable",0.8630558,"Good"
"Anthony","M","polite",0.86826384,"Good"
"Anthony","M","civil",0.92334956,"Good"
"Anthony","M","charming",0.8862586,"Good"
"Anthony","M","gracious",0.90963197,"Good"
"Anthony","M","gentle",0.88197696,"Good"
"Anthony","M","approachable",0.88728327,"Good"
"Anthony","M","love",0.8950505,"Good"
"Anthony","M","cool",0.90321934,"Good"
"Donald","M","happy",0.9731773,"Good"
"Donald","M","agreeable",0.9017035,"Good"
"Donald","M","polite",0.9068295,"Good"
"Donald","M","civil",0.9616133,"Good"
"Donald","M","charming",0.92118645,"Good"
"Donald","M","gracious",0.9172375,"Good"
"Donald","M","gentle",0.9112198,"Good"
"Donald","M","approachable",0.8970125,"Good"
"Donald","M","love",0.935033,"Good"
"Donald","M","cool",0.94438875,"Good"
"Paul","M","happy",0.94989926,"Good"
"Paul","M","agreeable",0.8644051,"Good"
"Paul","M","polite",0.8697513,"Good"
"Paul","M","civil",0.9224633,"Good"
"Paul","M","charming",0.88648295,"Good"
"Paul","M","gracious",0.91098547,"Good"
"Paul","M","gentle",0.88455635,"Good"
"Paul","M","approachable",0.8862294,"Good"
"Paul","M","love",0.8943562,"Good"
"Paul","M","cool",0.902827,"Good"
"Mark","M","happy",0.9529177,"Good"
"Mark","M","agreeable",0.8702726,"Good"
"Mark","M","polite",0.87346953,"Good"
"Mark","M","civil",0.9289793,"Good"
"Mark","M","charming",0.8905536,"Good"
"Mark","M","gracious",0.91466945,"Good"
"Mark","M","gentle",0.8871547,"Good"
"Mark","M","approachable",0.89817375,"Good"
"Mark","M","love",0.8967025,"Good"
"Mark","M","cool",0.9069201,"Good"
"Andrew","M","happy",0.9440887,"Good"
"Andrew","M","agreeable",0.85493505,"Good"
"Andrew","M","polite",0.8594782,"Good"
"Andrew","M","civil",0.91680795,"Good"
"Andrew","M","charming",0.8789444,"Good"
"Andrew","M","gracious",0.90768266,"Good"
"Andrew","M","gentle",0.87564564,"Good"
"Andrew","M","approachable",0.8877491,"Good"
"Andrew","M","love",0.8853087,"Good"
"Andrew","M","cool",0.89487207,"Good"
"Edward","M","happy",0.97363603,"Good"
"Edward","M","agreeable",0.9175953,"Good"
"Edward","M","polite",0.92274374,"Good"
"Edward","M","civil",0.97258604,"Good"
"Edward","M","charming",0.93558794,"Good"
"Edward","M","gracious",0.91593146,"Good"
"Edward","M","gentle",0.92173374,"Good"
"Edward","M","approachable",0.8919459,"Good"
"Edward","M","love",0.95312804,"Good"
"Edward","M","cool",0.9608534,"Good"
"Mary","F","happy",0.9511098,"Good"
"Mary","F","agreeable",0.868435,"Good"
"Mary","F","polite",0.8716683,"Good"
"Mary","F","civil",0.9272408,"Good"
"Mary","F","charming",0.8911122,"Good"
"Mary","F","gracious",0.91306555,"Good"
"Mary","F","gentle",0.8838703,"Good"
"Mary","F","approachable",0.8913649,"Good"
"Mary","F","love",0.89865935,"Good"
"Mary","F","cool",0.90588874,"Good"
"Elizabeth","F","happy",0.96619856,"Good"
"Elizabeth","F","agreeable",0.8917717,"Good"
"Elizabeth","F","polite",0.8969016,"Good"
"Elizabeth","F","civil",0.9528675,"Good"
"Elizabeth","F","charming",0.91320723,"Good"
"Elizabeth","F","gracious",0.91507995,"Good"
"Elizabeth","F","gentle",0.9017036,"Good"
"Elizabeth","F","approachable",0.8938887,"Good"
"Elizabeth","F","love",0.9267395,"Good"
"Elizabeth","F","cool",0.9338981,"Good"
"Patricia","F","happy",0.8959669,"Good"
"Patricia","F","agreeable",0.94561833,"Good"
"Patricia","F","polite",0.9535138,"Good"
"Patricia","F","civil",0.92997044,"Good"
"Patricia","F","charming",0.95276946,"Good"
"Patricia","F","gracious",0.879491,"Good"
"Patricia","F","gentle",0.9199834,"Good"
"Patricia","F","approachable",0.85901135,"Good"
"Patricia","F","love",0.94796085,"Good"
"Patricia","F","cool",0.9491133,"Good"
"Jennifer","F","happy",0.96316034,"Good"
"Jennifer","F","agreeable",0.94042975,"Good"
"Jennifer","F","polite",0.94556695,"Good"
"Jennifer","F","civil",0.9818404,"Good"
"Jennifer","F","charming",0.9532763,"Good"
"Jennifer","F","gracious",0.89432544,"Good"
"Jennifer","F","gentle",0.92749333,"Good"
"Jennifer","F","approachable",0.8717046,"Good"
"Jennifer","F","love",0.9829854,"Good"
"Jennifer","F","cool",0.98655117,"Good"
"Linda","F","happy",0.9150921,"Good"
"Linda","F","agreeable",0.95140743,"Good"
"Linda","F","polite",0.96397847,"Good"
"Linda","F","civil",0.9418767,"Good"
"Linda","F","charming",0.96226436,"Good"
"Linda","F","gracious",0.9059124,"Good"
"Linda","F","gentle",0.9377157,"Good"
"Linda","F","approachable",0.88155353,"Good"
"Linda","F","love",0.9512572,"Good"
"Linda","F","cool",0.9528773,"Good"
"Barbara","F","happy",0.90219617,"Good"
"Barbara","F","agreeable",0.9516399,"Good"
"Barbara","F","polite",0.9565375,"Good"
"Barbara","F","civil",0.9328566,"Good"
"Barbara","F","charming",0.9580025,"Good"
"Barbara","F","gracious",0.89386094,"Good"
"Barbara","F","gentle",0.9336024,"Good"
"Barbara","F","approachable",0.87229145,"Good"
"Barbara","F","love",0.9464356,"Good"
"Barbara","F","cool",0.9488151,"Good"
"Margaret","F","happy",0.93047744,"Good"
"Margaret","F","agreeable",0.93264556,"Good"
"Margaret","F","polite",0.93526024,"Good"
"Margaret","F","civil",0.9250301,"Good"
"Margaret","F","charming",0.94437057,"Good"
"Margaret","F","gracious",0.9437756,"Good"
"Margaret","F","gentle",0.9469589,"Good"
"Margaret","F","approachable",0.92714214,"Good"
"Margaret","F","love",0.9130697,"Good"
"Margaret","F","cool",0.9189326,"Good"
"Susan","F","happy",0.974907,"Good"
"Susan","F","agreeable",0.93460417,"Good"
"Susan","F","polite",0.93850565,"Good"
"Susan","F","civil",0.9806486,"Good"
"Susan","F","charming",0.9500313,"Good"
"Susan","F","gracious",0.90871626,"Good"
"Susan","F","gentle",0.93002164,"Good"
"Susan","F","approachable",0.8843882,"Good"
"Susan","F","love",0.9735901,"Good"
"Susan","F","cool",0.97926205,"Good"
"Dorothy","F","happy",0.8821201,"Good"
"Dorothy","F","agreeable",0.9161004,"Good"
"Dorothy","F","polite",0.91993177,"Good"
"Dorothy","F","civil",0.9076589,"Good"
"Dorothy","F","charming",0.9173908,"Good"
"Dorothy","F","gracious",0.85389185,"Good"
"Dorothy","F","gentle",0.8911071,"Good"
"Dorothy","F","approachable",0.82863885,"Good"
"Dorothy","F","love",0.9179505,"Good"
"Dorothy","F","cool",0.92128646,"Good"
"Sarah","F","happy",0.94464266,"Good"
"Sarah","F","agreeable",0.85882235,"Good"
"Sarah","F","polite",0.8632608,"Good"
"Sarah","F","civil",0.91810775,"Good"
"Sarah","F","charming",0.8832441,"Good"
"Sarah","F","gracious",0.9013865,"Good"
"Sarah","F","gentle",0.87823766,"Good"
"Sarah","F","approachable",0.88104063,"Good"
"Sarah","F","love",0.8908519,"Good"
"Sarah","F","cool",0.89878947,"Good"
"Jessica","F","happy",0.9665983,"Good"
"Jessica","F","agreeable",0.89038813,"Good"
"Jessica","F","polite",0.8956529,"Good"
"Jessica","F","civil",0.9492733,"Good"
"Jessica","F","charming",0.9125153,"Good"
"Jessica","F","gracious",0.90992606,"Good"
"Jessica","F","gentle",0.90188617,"Good"
"Jessica","F","approachable",0.88694274,"Good"
"Jessica","F","love",0.92671806,"Good"
"Jessica","F","cool",0.9343812,"Good"
"Helen","F","happy",0.93062264,"Good"
"Helen","F","agreeable",0.935873,"Good"
"Helen","F","polite",0.9381646,"Good"
"Helen","F","civil",0.93145216,"Good"
"Helen","F","charming",0.95008093,"Good"
"Helen","F","gracious",0.9346812,"Good"
"Helen","F","gentle",0.948509,"Good"
"Helen","F","approachable",0.919394,"Good"
"Helen","F","love",0.9227575,"Good"
"Helen","F","cool",0.9288361,"Good"
"Nancy","F","happy",0.9340204,"Good"
"Nancy","F","agreeable",0.9473081,"Good"
"Nancy","F","polite",0.9510708,"Good"
"Nancy","F","civil",0.9372354,"Good"
"Nancy","F","charming",0.9599278,"Good"
"Nancy","F","gracious",0.9441852,"Good"
"Nancy","F","gentle",0.9504972,"Good"
"Nancy","F","approachable",0.9207876,"Good"
"Nancy","F","love",0.9303873,"Good"
"Nancy","F","cool",0.9368685,"Good"
"Betty","F","happy",0.9294137,"Good"
"Betty","F","agreeable",0.939857,"Good"
"Betty","F","polite",0.942344,"Good"
"Betty","F","civil",0.9290884,"Good"
"Betty","F","charming",0.95119554,"Good"
"Betty","F","gracious",0.9363897,"Good"
"Betty","F","gentle",0.94172746,"Good"
"Betty","F","approachable",0.9155931,"Good"
"Betty","F","love",0.9194331,"Good"
"Betty","F","cool",0.92580277,"Good"
"Karen","F","happy",0.93348837,"Good"
"Karen","F","agreeable",0.937518,"Good"
"Karen","F","polite",0.944243,"Good"
"Karen","F","civil",0.9369055,"Good"
"Karen","F","charming",0.9570376,"Good"
"Karen","F","gracious",0.93951285,"Good"
"Karen","F","gentle",0.94701254,"Good"
"Karen","F","approachable",0.921865,"Good"
"Karen","F","love",0.926653,"Good"
"Karen","F","cool",0.93231064,"Good"
"Lisa","F","happy",0.96228373,"Good"
"Lisa","F","agreeable",0.94338334,"Good"
"Lisa","F","polite",0.94934523,"Good"
"Lisa","F","civil",0.98143387,"Good"
"Lisa","F","charming",0.9565692,"Good"
"Lisa","F","gracious",0.8966441,"Good"
"Lisa","F","gentle",0.9296062,"Good"
"Lisa","F","approachable",0.8737178,"Good"
"Lisa","F","love",0.9853358,"Good"
"Lisa","F","cool",0.988665,"Good"
"Anna","F","happy",0.95837796,"Good"
"Anna","F","agreeable",0.87313825,"Good"
"Anna","F","polite",0.876595,"Good"
"Anna","F","civil",0.9332559,"Good"
"Anna","F","charming",0.8966982,"Good"
"Anna","F","gracious",0.90590346,"Good"
"Anna","F","gentle",0.8902198,"Good"
"Anna","F","approachable",0.8838188,"Good"
"Anna","F","love",0.9077244,"Good"
"Anna","F","cool",0.91492766,"Good"
"Sandra","F","happy",0.93427205,"Good"
"Sandra","F","agreeable",0.9439347,"Good"
"Sandra","F","polite",0.9480525,"Good"
"Sandra","F","civil",0.9381788,"Good"
"Sandra","F","charming",0.95711285,"Good"
"Sandra","F","gracious",0.9345567,"Good"
"Sandra","F","gentle",0.94506216,"Good"
"Sandra","F","approachable",0.91734374,"Good"
"Sandra","F","love",0.9305808,"Good"
"Sandra","F","cool",0.9358461,"Good"
"Emily","F","happy",0.975576,"Good"
"Emily","F","agreeable",0.9303657,"Good"
"Emily","F","polite",0.9351989,"Good"
"Emily","F","civil",0.9779391,"Good"
"Emily","F","charming",0.94735485,"Good"
"Emily","F","gracious",0.90884537,"Good"
"Emily","F","gentle",0.9268218,"Good"
"Emily","F","approachable",0.8853379,"Good"
"Emily","F","love",0.9708787,"Good"
"Emily","F","cool",0.9768355,"Good"
"Ashley","F","happy",0.9249059,"Good"
"Ashley","F","agreeable",0.9335363,"Good"
"Ashley","F","polite",0.93315184,"Good"
"Ashley","F","civil",0.92086744,"Good"
"Ashley","F","charming",0.94365656,"Good"
"Ashley","F","gracious",0.92931324,"Good"
"Ashley","F","gentle",0.9415424,"Good"
"Ashley","F","approachable",0.90904164,"Good"
"Ashley","F","love",0.91477877,"Good"
"Ashley","F","cool",0.91940105,"Good"
"James","M","rude",0.87794393,"Bad"
"James","M","lazy",0.87294066,"Bad"
"James","M","disagreeable",0.83120245,"Bad"
"James","M","lousy",0.89529276,"Bad"
"James","M","sad",0.88894254,"Bad"
"James","M","hate",0.8861437,"Bad"
"James","M","violent",0.90209985,"Bad"
"James","M","bitter",0.9008862,"Bad"
"James","M","harsh",0.88054687,"Bad"
"James","M","angry",0.883886,"Bad"
"John","M","rude",0.8872858,"Bad"
"John","M","lazy",0.8816745,"Bad"
"John","M","disagreeable",0.83589447,"Bad"
"John","M","lousy",0.9030488,"Bad"
"John","M","sad",0.88944167,"Bad"
"John","M","hate",0.89434755,"Bad"
"John","M","violent",0.9098358,"Bad"
"John","M","bitter",0.9081517,"Bad"
"John","M","harsh",0.8868511,"Bad"
"John","M","angry",0.8905168,"Bad"
"Robert","M","rude",0.89676446,"Bad"
"Robert","M","lazy",0.8899315,"Bad"
"Robert","M","disagreeable",0.84413815,"Bad"
"Robert","M","lousy",0.9093907,"Bad"
"Robert","M","sad",0.8892003,"Bad"
"Robert","M","hate",0.9041258,"Bad"
"Robert","M","violent",0.9197165,"Bad"
"Robert","M","bitter",0.910583,"Bad"
"Robert","M","harsh",0.894741,"Bad"
"Robert","M","angry",0.89872885,"Bad"
"Michael","M","rude",0.88116074,"Bad"
"Michael","M","lazy",0.87681705,"Bad"
"Michael","M","disagreeable",0.83181053,"Bad"
"Michael","M","lousy",0.8956522,"Bad"
"Michael","M","sad",0.89005053,"Bad"
"Michael","M","hate",0.8891439,"Bad"
"Michael","M","violent",0.9035135,"Bad"
"Michael","M","bitter",0.90502,"Bad"
"Michael","M","harsh",0.8844331,"Bad"
"Michael","M","angry",0.8880023,"Bad"
"William","M","rude",0.9300663,"Bad"
"William","M","lazy",0.927333,"Bad"
"William","M","disagreeable",0.8808538,"Bad"
"William","M","lousy",0.93481743,"Bad"
"William","M","sad",0.88589096,"Bad"
"William","M","hate",0.9498583,"Bad"
"William","M","violent",0.96098435,"Bad"
"William","M","bitter",0.9274421,"Bad"
"William","M","harsh",0.92171305,"Bad"
"William","M","angry",0.92182416,"Bad"
"David","M","rude",0.8740807,"Bad"
"David","M","lazy",0.8692399,"Bad"
"David","M","disagreeable",0.82360613,"Bad"
"David","M","lousy",0.88821805,"Bad"
"David","M","sad",0.8908888,"Bad"
"David","M","hate",0.87875485,"Bad"
"David","M","violent",0.89237565,"Bad"
"David","M","bitter",0.9030729,"Bad"
"David","M","harsh",0.881255,"Bad"
"David","M","angry",0.88471484,"Bad"
"Joseph","M","rude",0.89655924,"Bad"
"Joseph","M","lazy",0.89005303,"Bad"
"Joseph","M","disagreeable",0.84420395,"Bad"
"Joseph","M","lousy",0.9079499,"Bad"
"Joseph","M","sad",0.88763386,"Bad"
"Joseph","M","hate",0.90564895,"Bad"
"Joseph","M","violent",0.9207721,"Bad"
"Joseph","M","bitter",0.91173667,"Bad"
"Joseph","M","harsh",0.89459586,"Bad"
"Joseph","M","angry",0.8974505,"Bad"
"Richard","M","rude",0.9107234,"Bad"
"Richard","M","lazy",0.90671504,"Bad"
"Richard","M","disagreeable",0.8608977,"Bad"
"Richard","M","lousy",0.9212474,"Bad"
"Richard","M","sad",0.8914883,"Bad"
"Richard","M","hate",0.9236766,"Bad"
"Richard","M","violent",0.93725,"Bad"
"Richard","M","bitter",0.9186048,"Bad"
"Richard","M","harsh",0.90806323,"Bad"
"Richard","M","angry",0.90980685,"Bad"
"Charles","M","rude",0.8937288,"Bad"
"Charles","M","lazy",0.88947105,"Bad"
"Charles","M","disagreeable",0.84465367,"Bad"
"Charles","M","lousy",0.91026634,"Bad"
"Charles","M","sad",0.89036036,"Bad"
"Charles","M","hate",0.9040886,"Bad"
"Charles","M","violent",0.9193735,"Bad"
"Charles","M","bitter",0.9114931,"Bad"
"Charles","M","harsh",0.893908,"Bad"
"Charles","M","angry",0.8972069,"Bad"
"Thomas","M","rude",0.87549114,"Bad"
"Thomas","M","lazy",0.8714733,"Bad"
"Thomas","M","disagreeable",0.82990384,"Bad"
"Thomas","M","lousy",0.8949839,"Bad"
"Thomas","M","sad",0.8941646,"Bad"
"Thomas","M","hate",0.88137096,"Bad"
"Thomas","M","violent",0.8972854,"Bad"
"Thomas","M","bitter",0.9007159,"Bad"
"Thomas","M","harsh",0.8829657,"Bad"
"Thomas","M","angry",0.8839542,"Bad"
"Christopher","M","rude",0.89067644,"Bad"
"Christopher","M","lazy",0.88537186,"Bad"
"Christopher","M","disagreeable",0.8407609,"Bad"
"Christopher","M","lousy",0.9047539,"Bad"
"Christopher","M","sad",0.88736165,"Bad"
"Christopher","M","hate",0.90166396,"Bad"
"Christopher","M","violent",0.9174726,"Bad"
"Christopher","M","bitter",0.9064211,"Bad"
"Christopher","M","harsh",0.89244044,"Bad"
"Christopher","M","angry",0.89587,"Bad"
"Daniel","M","rude",0.88224804,"Bad"
"Daniel","M","lazy",0.8766216,"Bad"
"Daniel","M","disagreeable",0.82970434,"Bad"
"Daniel","M","lousy",0.8969473,"Bad"
"Daniel","M","sad",0.88486105,"Bad"
"Daniel","M","hate",0.8913664,"Bad"
"Daniel","M","violent",0.90694624,"Bad"
"Daniel","M","bitter",0.90317,"Bad"
"Daniel","M","harsh",0.8845676,"Bad"
"Daniel","M","angry",0.8877033,"Bad"
"Matthew","M","rude",0.88533676,"Bad"
"Matthew","M","lazy",0.87970227,"Bad"
"Matthew","M","disagreeable",0.83338505,"Bad"
"Matthew","M","lousy",0.8990239,"Bad"
"Matthew","M","sad",0.8839531,"Bad"
"Matthew","M","hate",0.89598185,"Bad"
"Matthew","M","violent",0.9113284,"Bad"
"Matthew","M","bitter",0.9027018,"Bad"
"Matthew","M","harsh",0.8879706,"Bad"
"Matthew","M","angry",0.8886024,"Bad"
"George","M","rude",0.8909801,"Bad"
"George","M","lazy",0.8858998,"Bad"
"George","M","disagreeable",0.8411815,"Bad"
"George","M","lousy",0.90369755,"Bad"
"George","M","sad",0.8874792,"Bad"
"George","M","hate",0.9018401,"Bad"
"George","M","violent",0.9161703,"Bad"
"George","M","bitter",0.90973026,"Bad"
"George","M","harsh",0.89106816,"Bad"
"George","M","angry",0.8971215,"Bad"
"Anthony","M","rude",0.8826611,"Bad"
"Anthony","M","lazy",0.8780395,"Bad"
"Anthony","M","disagreeable",0.8309774,"Bad"
"Anthony","M","lousy",0.8968532,"Bad"
"Anthony","M","sad",0.8903068,"Bad"
"Anthony","M","hate",0.8930851,"Bad"
"Anthony","M","violent",0.9074045,"Bad"
"Anthony","M","bitter",0.90563595,"Bad"
"Anthony","M","harsh",0.8870106,"Bad"
"Anthony","M","angry",0.8885824,"Bad"
"Donald","M","rude",0.9179198,"Bad"
"Donald","M","lazy",0.9139185,"Bad"
"Donald","M","disagreeable",0.86893344,"Bad"
"Donald","M","lousy",0.925549,"Bad"
"Donald","M","sad",0.8856887,"Bad"
"Donald","M","hate",0.937196,"Bad"
"Donald","M","violent",0.94988984,"Bad"
"Donald","M","bitter",0.91905636,"Bad"
"Donald","M","harsh",0.91007125,"Bad"
"Donald","M","angry",0.91184175,"Bad"
"Paul","M","rude",0.8822897,"Bad"
"Paul","M","lazy",0.8786623,"Bad"
"Paul","M","disagreeable",0.83106345,"Bad"
"Paul","M","lousy",0.89636433,"Bad"
"Paul","M","sad",0.8884596,"Bad"
"Paul","M","hate",0.8919366,"Bad"
"Paul","M","violent",0.90603137,"Bad"
"Paul","M","bitter",0.9039445,"Bad"
"Paul","M","harsh",0.88643277,"Bad"
"Paul","M","angry",0.8900557,"Bad"
"Mark","M","rude",0.88697886,"Bad"
"Mark","M","lazy",0.8848772,"Bad"
"Mark","M","disagreeable",0.8392551,"Bad"
"Mark","M","lousy",0.9042699,"Bad"
"Mark","M","sad",0.8920709,"Bad"
"Mark","M","hate",0.89476526,"Bad"
"Mark","M","violent",0.90967447,"Bad"
"Mark","M","bitter",0.9054802,"Bad"
"Mark","M","harsh",0.8909796,"Bad"
"Mark","M","angry",0.89070237,"Bad"
"Andrew","M","rude",0.87416756,"Bad"
"Andrew","M","lazy",0.8709949,"Bad"
"Andrew","M","disagreeable",0.8240751,"Bad"
"Andrew","M","lousy",0.8914178,"Bad"
"Andrew","M","sad",0.88623583,"Bad"
"Andrew","M","hate",0.88282806,"Bad"
"Andrew","M","violent",0.89777255,"Bad"
"Andrew","M","bitter",0.899609,"Bad"
"Andrew","M","harsh",0.882192,"Bad"
"Andrew","M","angry",0.8834215,"Bad"
"Edward","M","rude",0.93152946,"Bad"
"Edward","M","lazy",0.92926866,"Bad"
"Edward","M","disagreeable",0.88205135,"Bad"
"Edward","M","lousy",0.93443084,"Bad"
"Edward","M","sad",0.87725526,"Bad"
"Edward","M","hate",0.953799,"Bad"
"Edward","M","violent",0.96457976,"Bad"
"Edward","M","bitter",0.92410946,"Bad"
"Edward","M","harsh",0.9190416,"Bad"
"Edward","M","angry",0.9200246,"Bad"
"Mary","F","rude",0.88713175,"Bad"
"Mary","F","lazy",0.88399076,"Bad"
"Mary","F","disagreeable",0.8379598,"Bad"
"Mary","F","lousy",0.90380865,"Bad"
"Mary","F","sad",0.89000803,"Bad"
"Mary","F","hate",0.89661986,"Bad"
"Mary","F","violent",0.91013265,"Bad"
"Mary","F","bitter",0.90806353,"Bad"
"Mary","F","harsh",0.8869724,"Bad"
"Mary","F","angry",0.89056206,"Bad"
"Elizabeth","F","rude",0.9083715,"Bad"
"Elizabeth","F","lazy",0.90642655,"Bad"
"Elizabeth","F","disagreeable",0.8611493,"Bad"
"Elizabeth","F","lousy",0.92026585,"Bad"
"Elizabeth","F","sad",0.8832584,"Bad"
"Elizabeth","F","hate",0.9265239,"Bad"
"Elizabeth","F","violent",0.9390738,"Bad"
"Elizabeth","F","bitter",0.9170933,"Bad"
"Elizabeth","F","harsh",0.90314585,"Bad"
"Elizabeth","F","angry",0.9077523,"Bad"
"Patricia","F","rude",0.94633037,"Bad"
"Patricia","F","lazy",0.9535863,"Bad"
"Patricia","F","disagreeable",0.9120673,"Bad"
"Patricia","F","lousy",0.9328252,"Bad"
"Patricia","F","sad",0.8380639,"Bad"
"Patricia","F","hate",0.95458394,"Bad"
"Patricia","F","violent",0.9477517,"Bad"
"Patricia","F","bitter",0.89660555,"Bad"
"Patricia","F","harsh",0.9184406,"Bad"
"Patricia","F","angry",0.9147687,"Bad"
"Jennifer","F","rude",0.94585943,"Bad"
"Jennifer","F","lazy",0.9499441,"Bad"
